Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage2 91 v361.ptm - Realtime: Stage2 91 v361.ptm]
77.055,13.28,1.56,0.00,14.44,17.91,7.31,37.6,13.04,-0.35,14.32,14.63,0.0,0.81,709.1,14.36,196,1.000,1.76,1.50,0.0,0.0,0.00,0.00,1.000,1405,1447,71.8,1,11.00,2.47,102,20.36,19.81,1.96,12.89,187,0.0,13.50,1481,232.06,5.41,0.952,43.75,18.25,100.0,7,12.94,0
77.071,13.28,1.56,-0.12,14.44,17.91,7.05,38.4,13.28,-0.33,14.32,14.62,0.0,0.80,709.1,14.36,196,1.000,1.76,1.50,0.0,0.0,0.00,0.00,1.000,1403,1447,71.8,1,11.50,2.54,102,20.81,23.24,2.02,12.90,187,0.0,13.50,1515,239.50,6.35,0.982,41.41,19.21,100.0,7,18.04,0
77.098,13.28,1.56,-0.12,14.42,17.92,6.86,39.2,13.12,-0.33,14.32,14.62,0.0,0.81,709.1,14.36,196,1.000,1.76,1.50,0.0,0.0,0.00,0.00,1.000,1428,1447,71.8,1,12.00,2.63,102,21.54,22.65,2.04,12.92,187,0.0,14.00,1540,244.50,6.81,1.000,35.94,19.68,100.0,7,23.14,0
77.135,13.28,1.56,-0.12,14.40,17.98,6.78,39.6,13.12,-0.33,14.32,14.62,0.0,0.83,709.1,14.36,196,1.000,1.76,1.50,0.0,0.0,0.00,0.00,1.000,1411,1447,71.8,1,12.00,2.63,102,21.97,22.65,2.04,12.92,187,0.0,14.00,1581,249.28,7.01,1.000,35.94,19.88,100.0,7,23.14,0
77.151,13.28,1.56,-0.12,14.46,18.30,6.29,40.0,13.12,-0.31,14.32,14.62,0.0,0.83,709.6,14.36,196,1.000,1.76,1.50,0.0,0.0,0.00,0.00,1.000,1414,1447,71.8,1,13.00,2.71,102,22.91,23.89,2.06,12.89,187,0.0,14.50,1613,256.12,7.41,1.000,41.41,20.30,100.0,7,27.84,0
77.174,14.06,1.56,-0.12,14.46,18.37,6.17,40.0,13.28,-0.29,14.32,14.62,0.0,0.84,709.6,14.36,196,1.000,1.76,1.50,0.0,0.0,0.00,0.00,1.000,1445,1513,71.8,1,14.00,2.79,102,23.26,22.50,2.04,12.92,187,0.0,14.50,1633,256.62,7.48,1.000,42.97,20.39,100.0,7,30.20,0
77.200,14.06,1.56,-0.12,14.49,18.23,6.91,40.4,13.28,-0.26,14.32,14.62,0.0,0.84,709.6,14.36,196,1.000,1.76,1.50,0.0,0.0,0.00,0.00,1.000,1535,1513,71.8,1,14.00,2.79,102,23.88,26.35,2.04,13.00,187,0.0,14.50,1676,256.79,7.53,1.000,42.97,20.46,100.0,7,30.20,0
77.241,14.06,1.56,0.00,14.57,18.39,6.80,40.4,13.12,-0.25,14.32,14.62,0.0,0.85,709.6,14.36,196,1.000,1.76,1.50,0.0,0.0,0.00,0.00,1.000,1520,1513,71.8,1,14.00,2.88,102,24.67,27.22,2.02,12.98,187,0.0,14.50,1713,256.77,7.66,1.000,40.62,20.60,100.0,7,30.59,0
77.264,14.84,1.56,0.00,14.64,18.44,6.92,40.4,13.28,-0.22,14.32,14.62,0.0,0.85,709.6,14.36,196,1.000,1.76,1.50,0.0,0.0,0.00,0.00,1.000,1525,1513,71.8,1,14.00,2.95,102,25.42,26.87,2.16,13.06,187,0.0,14.50,1742,256.70,7.70,1.000,35.94,20.65,100.0,8,30.98,0
77.289,14.84,1.56,0.00,14.70,18.53,7.00,40.8,13.28,-0.20,14.32,14.62,0.0,0.87,709.6,14.36,196,1.000,1.76,1.50,0.0,0.0,-1.41,0.00,1.000,1565,1513,71.8,1,14.00,2.95,102,26.21,28.10,2.16,13.05,187,0.0,14.50,1767,256.65,7.80,1.000,35.94,20.80,100.0,8,30.98,0
77.316,14.84,1.56,0.00,14.73,18.58,7.12,40.8,13.28,-0.17,14.32,14.62,0.0,0.87,710.2,14.36,196,1.000,1.76,1.50,0.0,0.0,-1.41,0.00,1.000,1632,1513,71.8,1,12.50,3.02,102,26.50,25.50,2.16,13.08,187,0.0,14.50,1794,256.46,7.85,1.000,39.06,20.87,100.0,8,30.98,0
77.347,15.62,1.56,0.00,14.75,18.36,8.30,40.8,13.28,-0.14,14.32,14.63,0.0,0.88,710.2,14.36,196,1.000,1.76,1.50,0.0,0.0,-1.41,0.00,1.000,1613,1513,71.8,1,12.50,3.09,102,27.08,30.14,2.10,13.09,187,0.0,14.50,1818,256.29,7.88,1.000,46.09,20.92,100.0,9,31.37,0
77.378,15.62,1.56,0.00,14.78,18.48,8.40,40.8,13.28,-0.12,14.32,14.62,0.0,0.88,710.2,14.36,196,1.000,1.76,1.50,0.0,0.0,-1.41,0.00,1.000,1619,1513,71.8,1,12.50,3.09,102,27.70,26.00,2.10,13.14,187,0.0,15.00,1850,256.05,7.98,1.000,46.09,21.07,100.0,9,31.37,0
77.390,15.62,1.56,0.00,14.73,18.52,8.57,40.8,13.04,-0.09,14.32,14.62,0.0,0.89,710.2,14.36,196,1.000,1.76,1.50,0.0,0.0,-1.41,0.00,1.000,1641,1513,71.8,1,13.00,3.17,102,28.10,30.90,2.24,13.21,187,0.0,15.00,1874,256.18,8.18,1.000,-17.19,21.29,63.4,9,31.37,0
77.427,15.62,1.56,0.00,14.69,18.56,8.61,40.8,13.04,-0.08,14.32,14.62,0.0,0.89,710.2,14.36,196,1.000,1.76,1.50,0.0,0.0,-1.41,0.00,1.000,1632,1513,71.8,1,13.00,3.17,102,28.34,29.76,2.24,13.25,187,0.0,15.00,1902,256.18,8.23,1.000,-17.19,21.36,63.4,9,31.37,0
77.457,15.62,1.56,0.00,14.59,18.68,8.71,41.2,13.12,-0.08,14.32,14.62,0.0,0.89,710.2,14.36,196,1.000,1.76,1.50,0.0,0.0,-1.41,0.00,1.000,1610,1513,71.8,1,13.00,3.25,102,29.19,27.57,2.14,13.22,187,0.0,15.50,1942,256.14,8.31,1.000,-32.03,21.42,49.6,9,31.76,0
77.469,15.62,1.56,0.00,14.53,18.73,8.74,41.2,13.20,-0.08,14.32,14.62,0.0,0.89,710.8,14.36,196,1.000,1.76,1.50,0.0,0.0,-1.41,0.00,1.000,1633,1513,71.8,1,13.50,3.33,102,29.65,29.57,2.24,13.15,187,0.0,15.50,1968,256.48,8.50,1.000,35.16,21.63,41.3,9,32.16,0
77.485,15.62,1.56,0.00,14.49,18.81,8.82,42.0,13.20,-0.12,14.32,14.62,0.0,0.88,710.8,14.36,196,1.000,1.76,1.50,0.0,0.0,-1.41,0.00,1.000,1656,1513,71.8,1,13.50,3.33,102,29.81,28.82,2.24,13.13,187,0.0,16.00,2007,257.31,8.67,1.000,35.16,21.75,41.3,9,32.16,0
77.517,14.84,1.56,-0.12,14.46,18.82,8.97,42.4,13.20,-0.15,14.32,14.62,0.0,0.89,710.8,14.36,196,1.000,1.76,1.50,0.0,0.0,-1.41,0.00,1.000,1624,1513,71.8,1,13.50,3.43,102,30.67,29.19,2.20,13.08,187,0.0,16.00,2041,257.99,8.77,1.000,32.81,21.85,38.2,9,32.55,0
77.553,15.62,1.56,-0.12,14.40,18.84,9.48,42.4,13.20,-0.17,14.32,14.62,0.0,0.89,710.8,14.36,196,1.000,1.76,1.50,0.0,0.0,-1.41,0.00,1.000,1660,1513,71.8,1,14.00,3.50,102,31.03,32.65,2.22,13.06,187,0.0,16.00,2059,258.88,8.92,1.000,46.09,21.95,39.0,9,31.37,0
77.568,15.62,1.56,-0.12,14.33,18.85,9.79,42.4,13.20,-0.15,14.32,14.62,0.0,0.91,710.8,14.36,196,1.000,2.11,1.50,0.0,0.0,-1.41,0.00,1.000,1636,1513,71.8,1,14.00,3.50,102,31.86,33.05,2.22,13.04,187,0.0,15.50,2095,259.39,8.94,1.000,46.09,22.00,39.0,9,31.37,0
77.596,14.84,1.56,-0.12,14.32,18.86,10.09,42.4,12.96,-0.11,14.31,14.62,0.0,0.91,710.8,14.36,196,1.000,2.11,2.00,0.0,0.0,-1.41,0.00,1.000,1624,1513,71.8,1,13.50,3.58,102,32.58,33.25,2.30,13.06,187,0.0,15.50,2128,259.75,8.97,1.000,25.78,22.03,39.4,10,29.41,0
77.632,14.84,1.56,-0.12,14.29,18.87,10.24,42.4,13.20,-0.11,14.31,14.62,0.0,0.91,711.4,14.36,196,1.000,2.11,2.00,0.0,0.0,-1.41,0.00,1.000,1651,1513,71.8,1,14.00,3.66,102,33.39,33.25,2.32,13.11,187,0.0,15.50,2160,259.91,8.97,1.000,32.03,22.05,40.2,10,27.06,0
77.648,14.84,1.56,-0.12,14.28,18.75,12.55,42.4,13.20,-0.08,14.62,14.62,0.0,0.93,711.4,14.64,196,1.000,2.11,2.00,0.0,0.0,-1.41,0.00,1.000,1611,1593,71.8,1,14.00,3.66,102,33.95,34.44,2.32,13.21,187,0.0,15.00,2176,260.27,8.96,1.000,32.03,22.08,40.2,10,27.06,0
77.673,13.28,0.00,-0.12,14.27,18.61,12.71,42.4,13.28,-0.02,14.61,14.61,0.0,0.93,711.4,14.64,196,1.000,2.11,2.00,0.0,0.0,-1.41,0.00,1.000,1588,1593,71.8,1,13.50,4.21,102,34.60,36.53,2.34,13.37,187,0.0,15.50,2221,260.77,8.94,1.000,43.75,22.11,41.3,11,25.49,0
77.688,13.28,0.00,-0.12,14.24,18.90,13.02,42.4,13.28,0.02,14.61,14.61,0.0,0.93,711.4,14.64,196,1.000,2.11,2.00,0.0,0.0,-1.41,0.00,1.000,1674,1593,71.8,1,13.50,4.21,102,35.51,36.32,2.34,13.25,187,0.0,15.00,2246,261.15,8.93,1.000,43.75,22.12,41.3,11,25.49,0
77.719,13.28,0.00,-0.25,14.24,18.75,13.15,42.4,13.28,0.08,14.61,14.61,0.0,0.94,711.4,14.64,196,1.000,2.11,2.00,0.0,0.0,-1.41,0.00,1.000,1654,1593,71.8,1,13.50,3.83,102,36.33,37.59,2.36,13.33,187,0.0,15.00,2278,261.45,8.90,1.000,46.09,22.16,42.1,11,22.75,0
77.735,13.28,0.00,-0.25,14.27,18.90,13.44,42.4,13.20,0.15,14.61,14.61,0.0,0.94,711.4,14.64,196,1.000,2.11,2.00,0.0,0.0,-1.41,0.00,1.000,1617,1593,71.8,1,13.50,4.40,102,37.00,36.95,2.40,13.40,187,0.0,15.00,2309,261.85,8.90,1.000,48.44,22.17,42.5,11,20.39,0
77.764,13.28,0.00,-0.25,14.35,17.41,16.20,42.7,13.20,0.17,14.61,14.61,0.0,0.96,711.4,14.64,196,1.000,2.11,2.00,0.0,0.0,-1.41,0.00,1.000,1684,1593,71.8,1,13.50,4.40,102,37.73,38.01,2.40,13.45,187,0.0,14.50,2334,262.35,8.88,1.000,48.44,22.24,42.5,11,20.39,0
77.790,13.28,0.00,-0.12,14.32,17.41,16.49,42.7,13.20,0.26,14.60,14.60,0.0,0.96,712.1,14.64,196,1.000,2.11,2.00,0.0,0.0,-1.05,0.00,1.000,1655,1593,71.8,1,13.00,4.49,102,38.65,38.01,2.44,13.47,187,0.0,14.50,2372,262.76,8.84,1.000,36.72,22.25,42.1,11,17.65,0
77.828,13.28,0.00,-0.12,14.31,17.55,16.62,42.4,12.96,0.28,14.60,14.60,0.0,0.97,712.1,14.64,196,1.000,2.11,2.00,0.0,0.0,-1.05,0.00,1.000,1671,1593,71.8,1,13.00,4.61,102,39.47,41.27,2.48,13.47,187,0.0,14.50,2406,263.02,8.82,1.000,21.09,22.29,41.7,11,15.29,0
77.843,13.28,0.00,-0.12,14.31,17.57,16.78,42.7,12.96,0.36,14.60,14.60,0.0,0.98,712.1,14.64,196,1.000,2.11,2.00,0.0,0.0,-1.05,0.00,1.000,1614,1593,71.8,1,13.00,4.61,102,40.31,41.27,2.48,13.54,187,0.0,14.50,2438,263.48,8.83,1.000,21.09,22.31,41.7,11,15.29,0
77.869,12.50,0.00,-0.12,14.27,17.77,16.78,42.7,13.20,0.37,14.60,14.60,0.0,0.98,712.1,14.64,196,1.000,2.11,2.00,0.0,0.0,-1.05,0.00,1.000,1646,1646,71.8,1,13.00,4.70,102,40.99,42.97,2.48,13.58,187,0.0,14.50,2464,263.76,8.85,1.000,26.56,22.41,42.5,12,14.51,0
77.907,11.72,0.00,-0.25,14.24,17.95,16.78,42.7,13.28,0.47,14.70,14.60,0.0,1.00,712.1,14.76,196,1.000,2.11,2.00,0.0,0.0,-1.05,0.00,1.000,1615,1646,78.8,1,13.00,4.80,102,42.51,44.48,2.48,14.02,187,0.0,14.00,2516,264.56,8.93,1.000,47.66,22.55,44.5,12,14.90,0
77.932,11.72,0.00,-0.25,14.22,16.43,19.13,42.7,13.28,0.58,14.70,14.60,0.0,1.01,712.1,14.76,196,1.000,2.11,2.00,0.0,0.0,-1.05,0.00,1.000,1630,1712,78.8,1,13.00,4.80,102,43.00,44.07,2.48,13.78,187,0.0,14.00,2547,264.89,8.95,1.000,47.66,22.71,44.5,12,14.90,0
77.957,11.72,0.00,-0.25,14.21,16.45,19.13,42.7,13.04,0.67,14.70,14.60,0.0,1.01,712.7,14.76,196,1.000,2.11,2.00,0.0,0.0,-1.05,0.00,1.000,1643,1712,78.8,1,12.50,4.89,102,43.80,44.76,2.58,14.21,187,0.0,14.00,2577,265.23,8.98,1.000,35.16,22.78,44.1,12,14.90,0
77.977,11.72,0.00,-0.25,14.22,16.46,19.13,42.7,13.28,0.78,14.70,14.60,0.0,1.02,712.7,14.76,196,1.000,2.11,2.00,0.0,0.0,-1.05,0.00,1.000,1662,1712,78.8,1,12.50,5.00,102,44.75,45.18,2.54,14.16,187,0.0,14.00,2606,265.54,8.94,1.000,23.44,22.87,44.1,12,14.90,0
78.005,11.72,0.00,-0.25,14.19,16.62,19.13,42.7,13.28,0.83,14.70,14.60,0.0,1.01,712.7,14.76,196,1.000,2.11,2.00,0.0,0.0,-1.05,0.00,1.000,1728,1712,78.8,1,12.50,5.00,102,45.25,47.18,2.54,13.97,187,0.0,14.00,2647,265.98,8.94,1.000,23.44,22.94,44.1,12,14.90,0
78.020,10.94,0.00,-0.25,14.25,16.66,19.13,42.7,13.04,0.84,14.70,14.60,0.0,1.02,712.7,14.76,196,1.000,2.11,2.00,0.0,0.0,-1.05,0.00,1.000,1655,1765,78.8,1,12.50,5.09,102,45.71,49.00,2.60,14.20,187,0.0,14.00,2665,266.06,9.03,1.000,25.78,23.07,42.5,12,15.29,0
78.050,10.94,0.00,-0.25,14.30,16.67,19.13,42.7,13.04,0.91,14.70,14.60,0.0,1.02,712.7,14.76,196,1.000,2.11,2.00,0.0,0.0,-1.05,0.00,1.000,1773,1765,78.8,1,12.50,5.09,102,46.58,49.00,2.60,14.47,187,0.0,14.00,2709,266.44,9.04,1.000,25.78,23.15,42.5,12,15.29,0
78.066,10.94,0.00,-0.12,14.28,16.83,19.13,42.4,13.12,1.03,14.70,14.60,0.0,1.03,712.7,14.76,196,1.000,2.46,2.00,0.0,0.0,-1.05,0.00,1.000,1767,1845,78.8,1,12.50,5.20,102,47.51,49.79,2.62,14.31,187,0.0,13.50,2734,266.59,9.01,1.000,30.47,23.21,40.9,12,15.29,0
78.107,10.94,0.00,-0.12,14.32,16.86,19.13,42.7,13.20,1.03,14.70,14.60,0.0,1.03,713.3,14.76,196,1.000,2.46,2.00,0.0,0.0,-1.05,0.00,1.000,1828,1845,78.8,1,12.00,5.29,102,48.03,51.05,2.66,14.10,187,0.0,13.50,2767,267.06,9.14,1.000,7.03,23.36,38.6,13,15.29,0
78.132,10.94,0.00,-0.12,14.43,16.87,19.13,42.7,13.20,1.03,14.70,14.60,0.0,1.02,713.3,14.76,196,1.000,2.11,2.00,0.0,0.0,-1.05,0.00,1.000,1823,1845,78.8,1,12.00,5.29,102,48.32,49.27,2.66,14.27,187,0.0,14.00,2804,267.39,9.21,1.000,7.03,23.43,38.6,13,15.29,0
78.157,10.94,0.00,-0.12,14.46,16.89,18.70,42.4,12.96,1.03,14.70,14.60,0.0,1.03,713.3,14.76,196,1.000,2.46,2.00,0.0,0.0,-1.05,0.00,1.000,1799,1845,78.8,1,12.00,5.38,102,49.35,51.30,2.64,14.41,187,0.0,14.00,2829,267.10,9.24,1.000,35.16,23.46,36.6,13,15.69,0
78.183,10.94,0.00,-0.12,14.45,15.00,20.55,42.4,13.20,1.07,14.70,14.60,0.0,1.05,713.3,14.76,196,1.000,2.46,2.00,0.0,0.0,-1.05,0.00,1.000,1860,1898,78.8,1,12.50,5.49,102,50.47,52.31,2.66,14.55,187,0.0,14.00,2859,266.89,9.24,1.000,42.97,23.48,37.0,14,15.29,0
78.198,10.94,0.00,-0.12,14.45,15.00,20.08,42.4,13.20,1.12,14.70,14.60,0.0,1.06,713.3,14.76,196,1.000,2.46,2.00,0.0,0.0,-1.05,0.00,1.000,1830,1898,78.8,1,12.50,5.49,102,51.60,53.56,2.66,14.60,187,0.0,13.50,2898,266.60,9.19,1.000,42.97,23.49,37.0,14,15.29,0
78.226,10.94,0.00,-0.12,14.51,15.00,19.10,42.4,13.20,1.23,14.70,14.60,0.0,1.06,713.3,14.76,198,1.000,2.46,2.00,0.0,0.0,-1.05,0.00,1.000,1819,1898,78.8,1,12.00,5.59,102,52.47,52.81,2.72,14.53,187,0.0,13.50,2928,266.29,9.08,1.000,21.88,23.50,37.0,14,15.29,0
78.259,10.94,0.00,-0.12,14.54,15.00,18.86,42.4,13.20,1.32,14.70,14.60,0.0,1.06,713.3,14.76,198,1.000,2.46,2.00,0.0,0.0,-1.05,0.00,1.000,1878,1898,78.8,1,12.00,5.59,102,53.09,54.06,2.72,14.51,187,0.0,14.00,2954,265.89,8.98,1.000,21.88,23.49,37.0,14,15.29,0
78.276,10.94,0.00,0.00,14.56,15.00,18.29,42.4,13.12,1.43,14.70,14.60,0.0,1.07,713.8,14.76,198,1.000,2.46,2.00,0.0,0.0,-1.05,0.00,1.000,1921,1898,78.8,1,12.50,5.70,102,54.27,55.14,2.74,14.57,187,0.0,13.50,2999,265.35,8.90,1.000,29.69,23.49,37.0,14,15.29,0
78.308,10.94,0.00,0.00,14.55,15.00,18.96,42.0,13.20,1.50,14.62,14.52,0.0,1.09,713.8,14.64,198,1.000,2.46,2.00,0.0,0.0,-0.70,0.00,1.000,1915,1951,78.8,1,12.50,5.82,102,55.37,56.75,2.78,14.66,187,0.0,13.50,3032,264.68,8.81,1.000,31.25,23.47,37.0,14,14.90,0
78.333,10.94,0.00,0.00,14.53,15.00,17.90,41.6,13.20,1.58,14.62,14.52,0.0,1.09,713.8,14.64,198,1.000,2.46,2.00,0.0,0.0,-0.70,0.00,1.000,1881,1951,78.8,1,12.50,5.82,102,56.57,58.10,2.78,14.84,187,0.0,14.00,3075,263.50,8.61,1.000,31.25,23.38,37.0,14,14.90,0
78.358,10.94,0.00,0.00,14.42,15.00,17.05,40.8,13.28,1.68,14.61,14.51,0.0,1.10,713.8,14.64,198,1.000,2.46,2.00,0.0,0.0,-0.70,0.00,1.000,1926,1951,78.8,1,12.50,5.93,102,58.30,59.93,2.80,15.18,187,0.0,13.50,3134,261.86,8.39,1.000,32.03,23.27,37.0,15,14.51,0
78.390,10.16,0.00,-0.12,14.35,15.00,16.63,39.6,13.12,1.72,14.61,14.51,0.0,1.11,713.8,14.64,198,1.000,2.46,2.00,0.0,0.0,-0.70,0.00,1.000,1981,2004,78.8,1,12.50,6.04,102,59.03,60.25,2.82,15.08,187,0.0,13.50,3175,258.86,8.22,1.000,33.59,23.13,35.8,15,14.12,0
78.410,10.16,0.00,-0.12,14.29,15.00,16.24,38.4,13.12,1.67,14.61,14.51,0.0,1.11,713.8,14.64,198,1.000,2.46,2.00,0.0,0.0,-0.70,0.00,1.000,1994,2004,78.8,1,12.50,6.04,102,59.57,60.25,2.82,15.01,187,0.0,14.00,3212,254.40,7.90,1.000,33.59,22.79,35.8,15,14.12,0
78.433,9.38,0.00,-0.12,14.24,14.90,15.76,36.9,13.20,1.63,14.61,14.50,0.0,1.11,714.3,14.64,198,1.000,2.46,2.00,0.0,0.0,-0.70,0.00,1.000,1942,2004,78.8,1,12.50,6.17,102,60.26,59.31,2.82,14.81,187,0.0,14.00,3235,247.66,7.33,1.000,21.88,22.19,32.7,15,12.94,0
78.465,8.59,0.00,-0.25,14.17,14.77,15.17,33.7,13.04,1.62,14.61,14.50,0.0,1.10,714.3,14.64,198,1.000,2.46,2.00,0.0,0.0,-0.70,0.00,1.000,2050,2004,78.8,1,13.50,6.26,102,60.08,58.37,2.78,14.42,187,0.0,14.00,3272,233.50,6.44,1.000,-9.38,21.25,29.5,16,9.80,0
78.480,8.59,0.00,-0.25,14.09,14.47,13.87,27.8,13.04,1.53,14.60,14.50,0.0,1.09,714.3,14.64,198,1.000,2.46,2.00,0.0,0.0,-0.70,0.00,1.000,2040,2004,78.8,1,13.50,6.26,102,60.03,57.56,2.78,14.59,187,0.0,14.50,3295,199.69,2.74,1.000,-9.38,17.47,29.5,16,9.80,0
78.510,8.59,0.00,-0.25,14.06,14.39,13.52,16.1,13.12,1.22,14.60,14.50,0.0,1.06,714.3,14.64,198,1.000,2.46,2.00,0.0,0.0,-0.70,0.00,1.000,2052,2004,78.8,1,14.00,6.34,102,58.82,51.55,2.72,13.75,187,0.0,15.00,3319,100.00,-1.87,1.000,0.78,12.62,23.2,16,0.00,0
78.530,8.59,0.00,-0.25,14.06,14.52,11.66,6.3,13.12,0.61,14.70,14.60,0.0,1.01,714.3,14.76,198,1.000,2.46,2.00,0.0,0.0,-0.70,0.00,1.000,1986,2004,78.8,1,14.00,6.34,102,54.37,42.63,2.72,12.94,187,0.0,16.50,3334,90.00,-4.04,1.000,0.78,10.05,23.2,16,0.00,0
78.553,7.81,0.00,-0.25,14.08,20.24,4.39,0.0,13.68,-0.24,14.70,14.60,0.0,0.89,714.3,14.76,198,1.000,1.76,2.00,0.0,0.0,-0.70,0.00,1.000,2012,1831,78.8,1,14.50,5.69,102,47.89,27.57,2.48,11.40,187,0.0,19.00,3343,80.00,-4.21,1.000,39.06,9.29,17.3,16,0.00,0
78.584,7.03,0.00,-0.25,14.02,21.82,-0.30,0.0,13.52,-1.01,14.73,14.63,0.0,0.78,714.7,14.76,198,1.000,1.76,1.50,0.0,0.0,-0.35,0.00,1.000,1907,438,78.8,1,23.50,4.28,102,41.83,21.75,1.94,10.81,187,0.0,23.00,3343,70.00,-4.05,1.000,12.50,8.54,15.4,16,0.00,0
78.609,6.25,0.00,-0.38,13.87,20.09,-2.38,0.0,13.68,-2.59,14.73,14.63,0.0,0.66,714.7,14.76,198,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1678,438,78.8,1,22.00,3.55,102,36.00,21.60,1.96,9.42,187,0.0,26.00,3333,50.00,-3.94,1.000,14.06,7.06,13.0,17,0.00,0
78.651,6.25,0.00,-0.38,13.78,16.71,-3.68,0.0,13.68,-4.21,14.68,14.58,0.0,0.56,714.7,14.70,198,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1461,438,78.8,1,22.00,3.55,102,30.57,14.77,1.96,7.57,187,0.0,27.00,3319,30.00,-3.73,1.000,14.06,5.60,13.0,17,0.00,0
78.674,5.47,0.00,-0.38,13.79,15.56,-4.30,0.0,13.76,-4.87,14.66,14.56,0.0,0.50,714.7,14.70,198,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1373,438,71.8,1,21.50,3.54,102,27.88,12.35,1.70,7.18,187,0.0,28.00,3319,20.00,-3.82,1.000,17.97,4.85,10.6,17,0.00,0
78.700,4.69,0.00,-0.38,13.89,11.86,-7.37,0.0,13.68,-5.89,14.69,14.59,0.0,0.44,714.7,14.70,198,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1272,438,71.8,1,21.50,2.83,102,23.79,8.12,1.42,6.24,187,0.0,29.00,3326,19.62,-3.52,1.000,1.56,4.47,9.1,17,0.00,0
78.740,4.69,0.00,-0.38,13.94,10.00,-8.79,0.0,13.60,-6.91,14.70,14.60,0.0,0.36,715.0,14.59,198,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1151,438,71.8,1,21.00,2.85,102,20.37,6.76,1.26,5.16,187,0.0,30.00,3348,0.00,-3.70,1.000,-55.47,2.98,7.5,17,0.00,0
78.764,4.69,0.00,-0.38,13.89,9.41,-8.15,0.0,13.60,-7.60,14.70,14.60,0.0,0.34,715.0,14.53,198,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1083,438,71.8,1,21.00,2.85,102,18.43,5.94,1.26,4.72,187,0.0,30.50,3364,0.00,-3.09,1.000,-55.47,2.98,7.5,17,0.00,0
78.787,4.69,0.00,-0.38,13.80,7.93,-6.61,0.0,13.52,-8.07,14.70,14.60,0.0,0.30,715.0,14.47,198,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,1026,438,71.8,1,20.50,2.16,102,16.32,3.92,1.04,4.31,187,0.0,31.00,3377,0.00,-2.16,1.000,-21.09,2.97,7.1,17,0.00,0
78.813,4.69,0.00,-0.38,13.60,7.34,-5.68,0.0,13.52,-8.71,14.70,14.60,0.0,0.26,715.0,14.36,198,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,966,438,71.8,1,20.50,2.16,102,14.40,3.98,1.04,3.92,187,0.0,31.00,3388,0.00,-1.72,1.000,-21.09,2.97,7.1,17,0.00,0
78.839,3.12,0.00,-0.50,13.40,7.04,-6.00,0.0,13.68,-9.10,14.70,14.60,0.0,0.23,715.0,14.47,198,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,913,438,71.8,1,20.00,2.17,102,13.07,3.60,1.02,3.36,187,0.0,31.50,3387,0.00,-1.27,1.000,-35.94,2.96,7.5,17,0.00,0
78.877,1.56,0.00,-0.75,13.00,0.00,-6.00,0.0,13.36,-9.67,14.70,14.60,0.0,0.19,715.0,14.70,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,855,438,71.8,1,19.50,2.17,102,11.03,2.70,0.92,3.11,187,0.0,31.50,3381,0.00,-0.70,1.000,-35.94,2.96,7.1,17,0.00,0
78.892,-0.78,0.00,-0.88,12.90,0.00,-6.00,0.0,13.76,-9.93,14.70,14.60,0.0,0.18,715.0,14.76,196,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,824,438,71.8,1,19.00,1.44,102,10.34,3.08,0.92,2.85,187,0.0,31.50,3384,0.00,-0.44,1.000,-27.34,2.97,7.1,17,0.00,0
