Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (°),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Knock Sum (count),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),TPS Volts Main (V),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17439][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: _Stage 1 19psi.ptm - Realtime: _Stage 1 19psi.ptm]
41.286,0.00,9.38,1.38,22.20,0.00,-10.03,0.0,13.68,-10.24,13.67,14.63,0.0,0.14,971.3,12.54,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,512,438,71.8,6,5.50,0.51,81,6,2.93,2.28,0.72,2.77,196,0.0,20.00,1193,0.00,3.75,1.000,-32.03,0.68,6.56,5.1,41,0.00,0
41.323,0.00,9.38,1.25,22.20,0.00,-10.03,0.0,13.68,-10.31,13.67,14.63,0.0,0.14,971.3,12.54,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,501,438,71.8,6,5.50,0.51,81,6,2.87,2.28,0.74,2.70,196,0.0,19.50,1190,0.00,3.81,1.000,-34.38,0.68,6.58,5.1,41,0.00,0
41.349,0.00,9.38,1.25,22.09,0.00,-10.03,0.0,13.68,-10.35,13.67,14.63,0.0,0.14,971.3,12.54,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,490,438,71.8,6,5.50,0.51,81,6,2.83,2.45,0.74,2.66,196,0.0,19.50,1182,0.00,3.89,1.000,-34.38,0.68,6.61,5.1,41,0.00,0
41.381,0.00,9.38,1.12,21.43,0.00,-10.03,0.0,13.60,-10.39,13.67,14.63,0.0,0.14,971.3,12.54,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,478,438,71.8,6,5.50,0.50,81,6,2.79,2.61,0.80,2.63,196,0.0,19.50,1178,0.00,3.99,1.000,-32.03,0.68,6.65,5.1,40,0.00,0
41.398,0.00,9.38,1.12,20.97,0.00,-10.00,0.0,13.60,-10.43,13.67,14.63,0.0,0.13,971.3,12.54,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,470,438,71.8,6,5.50,0.50,81,6,2.74,2.33,0.80,2.60,196,0.0,19.50,1172,0.00,4.03,1.000,-32.03,0.68,6.68,5.1,40,0.00,0
41.422,0.00,9.38,1.12,20.60,0.00,-10.00,0.0,13.60,-10.46,13.67,14.63,0.0,0.13,971.3,12.54,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,477,438,71.8,6,5.50,0.50,81,6,2.70,2.21,0.76,2.58,196,0.0,19.50,1165,0.00,4.11,1.000,-35.16,0.68,6.72,5.1,40,0.00,0
41.452,0.00,9.38,1.00,20.32,0.00,-10.00,0.0,13.52,-10.47,13.67,14.63,0.0,0.13,971.7,12.54,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,467,438,71.8,6,5.50,0.49,81,6,2.65,2.26,0.74,2.58,196,0.0,19.00,1153,0.00,4.18,1.000,-31.25,0.68,6.76,5.1,40,0.00,0
41.487,0.00,9.38,1.00,20.02,0.00,-10.00,0.0,13.52,-10.52,13.67,14.63,0.0,0.13,971.7,12.42,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,453,438,71.8,6,5.50,0.49,81,6,2.61,2.33,0.76,2.51,196,0.0,18.50,1141,0.00,4.26,1.000,-29.69,0.68,6.81,5.5,40,0.00,0
41.514,0.00,9.38,1.00,19.32,0.00,-10.00,0.0,13.52,-10.54,13.67,14.63,0.0,0.13,971.7,12.42,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,449,438,71.8,6,5.50,0.49,81,6,2.56,2.33,0.76,2.49,196,0.0,18.50,1126,0.00,4.39,1.000,-29.69,0.68,6.90,5.5,40,0.00,0
41.538,0.00,9.38,0.88,18.92,0.00,-10.00,0.0,13.68,-10.56,13.67,14.63,0.0,0.13,971.7,12.42,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,441,438,71.8,6,5.00,0.48,81,6,2.52,2.33,0.74,2.49,196,0.0,18.50,1116,0.00,4.43,1.000,-34.38,0.68,6.93,5.5,40,0.00,0
41.569,0.00,9.38,0.75,18.60,0.00,-10.00,0.0,13.68,-10.58,13.67,14.63,0.0,0.13,971.7,12.42,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,440,438,71.8,6,5.50,0.47,81,6,2.50,2.58,0.80,2.49,196,0.0,18.00,1108,0.00,4.51,1.000,-31.25,0.68,7.00,5.5,39,0.00,0
41.597,0.00,9.38,0.75,18.25,0.00,-10.00,0.0,13.68,-10.59,13.67,14.63,0.0,0.13,971.7,12.42,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,438,438,71.8,6,5.50,0.47,81,6,2.48,2.73,0.80,2.46,196,0.0,18.00,1097,0.00,4.61,1.000,-31.25,0.68,7.07,5.5,39,0.00,0
41.621,0.00,9.38,0.62,17.99,0.00,-10.00,0.0,13.68,-10.60,13.67,14.63,0.0,0.13,972.1,12.30,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,422,438,71.8,6,4.50,0.47,81,6,2.46,2.83,0.82,2.45,196,0.0,18.00,1090,0.00,4.63,1.000,-28.12,0.68,7.08,5.5,39,0.00,0
41.638,0.00,9.38,0.62,17.75,0.00,-10.00,0.0,13.68,-10.60,13.67,14.63,0.0,0.13,972.1,12.30,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,422,438,71.8,6,5.00,0.46,81,6,2.43,2.83,0.84,2.47,196,0.0,18.00,1079,0.00,4.69,1.000,-26.56,0.68,7.15,5.5,39,0.00,0
41.668,0.00,9.38,0.62,17.51,0.00,-10.00,0.0,13.68,-10.60,13.67,14.63,0.0,0.13,972.1,12.30,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,418,438,71.8,6,5.00,0.46,81,6,2.42,2.64,0.84,2.47,196,0.0,18.00,1070,0.00,4.77,1.000,-26.56,0.68,7.22,5.5,39,0.00,0
41.699,0.00,9.38,0.50,17.10,0.00,-10.00,0.0,13.68,-10.60,13.67,14.63,0.0,0.13,972.1,12.30,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,400,438,71.8,6,5.50,0.46,81,6,2.41,2.38,0.80,2.47,196,0.0,17.50,1064,0.00,4.78,1.000,-28.12,0.68,7.23,5.5,39,0.00,0
41.726,0.00,9.38,0.38,16.96,0.00,-10.00,0.0,13.60,-10.60,13.67,14.63,0.0,0.13,972.1,12.30,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,400,438,71.8,6,5.00,0.68,81,6,2.40,2.40,0.76,2.47,196,0.0,17.50,1055,0.00,4.83,1.000,-19.53,0.68,7.28,5.5,39,0.00,0
41.755,0.00,9.38,0.38,16.65,0.00,-10.00,0.0,13.60,-10.59,13.67,14.63,0.0,0.13,972.1,12.30,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,411,438,71.8,6,5.00,0.68,81,6,2.39,2.49,0.76,2.47,196,0.0,17.50,1052,0.00,4.86,1.000,-19.53,0.68,7.31,5.5,39,0.00,0
41.770,0.00,9.38,0.38,16.37,0.00,-10.00,0.0,13.60,-10.58,13.67,14.63,0.0,0.13,972.4,12.30,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,399,438,71.8,6,4.50,0.67,81,6,2.38,2.52,0.78,2.48,196,0.0,17.50,1043,0.00,4.91,1.000,-28.91,0.68,7.38,5.5,39,0.00,0
41.802,0.00,9.38,0.38,16.12,0.00,-10.00,0.0,13.60,-10.58,13.67,14.63,0.0,0.13,972.4,12.14,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,410,438,71.8,6,4.50,0.67,81,6,2.37,2.42,0.78,2.49,196,0.0,17.50,1033,0.00,4.94,1.000,-28.91,0.68,7.41,5.5,39,0.00,0
41.830,0.00,9.38,0.25,15.87,0.00,-10.00,0.0,13.52,-10.57,13.67,14.63,0.0,0.13,972.4,12.14,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,417,438,71.8,6,4.50,0.66,81,6,2.36,2.42,0.78,2.51,196,0.0,17.50,1023,0.00,4.95,1.000,-30.47,0.68,7.43,5.5,39,0.00,0
41.853,0.00,9.38,0.25,15.67,0.00,-10.00,0.0,13.52,-10.56,13.67,14.63,0.0,0.13,972.4,12.14,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,403,438,71.8,6,4.50,0.65,81,6,2.35,2.55,0.78,2.53,196,0.0,17.50,1017,0.00,5.03,1.000,-28.12,0.68,7.52,5.5,39,0.00,0
41.878,0.00,9.38,0.12,15.50,0.00,-10.00,0.0,13.52,-10.53,13.67,14.63,0.0,0.13,972.4,12.14,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,415,438,71.8,6,4.50,0.64,81,6,2.33,2.58,0.80,2.54,196,0.0,17.50,1002,0.00,5.04,1.000,-28.91,0.68,7.54,5.5,39,0.00,0
41.909,0.00,9.38,0.12,15.31,0.00,-10.00,0.0,13.52,-10.53,13.67,14.63,0.0,0.13,972.4,12.14,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,434,438,71.8,6,4.50,0.64,81,6,2.32,2.55,0.80,2.55,196,0.0,17.00,989,0.00,5.12,1.000,-28.91,0.68,7.65,5.5,39,0.00,0
41.939,0.00,9.38,0.12,15.12,0.00,-10.00,0.0,13.52,-10.52,13.67,14.63,0.0,0.13,972.8,12.38,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,423,438,71.8,6,4.50,0.63,81,6,2.30,2.42,0.78,2.58,196,0.0,17.00,980,0.00,5.14,1.000,-29.69,0.68,7.68,5.5,38,0.00,0
41.970,0.00,9.38,0.00,15.03,0.00,-10.00,0.0,13.52,-10.50,13.67,14.63,0.0,0.14,972.8,12.38,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,431,438,71.8,6,4.00,0.63,81,6,2.29,2.35,0.76,2.59,196,0.0,17.00,970,0.00,5.19,1.000,-30.47,0.68,7.74,5.5,38,0.00,0
42.003,0.00,9.38,0.00,14.91,0.00,-10.00,0.0,13.52,-10.49,13.67,14.63,0.0,0.13,972.8,12.34,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,441,438,71.8,6,4.00,0.63,81,6,2.29,2.26,0.76,2.57,196,0.0,17.00,966,0.00,5.24,1.000,-30.47,0.68,7.80,5.5,38,0.00,0
42.018,0.00,9.38,0.00,14.72,0.00,-10.03,0.0,13.60,-10.47,13.67,14.63,0.0,0.14,972.8,13.78,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,440,438,71.8,6,4.00,0.61,81,6,2.28,2.35,0.74,2.58,196,0.0,17.00,952,0.00,5.28,1.000,-32.03,0.68,7.85,5.5,38,0.00,0
42.048,3.12,9.38,0.00,14.66,0.00,-10.03,0.0,13.60,-10.46,13.67,14.63,0.0,0.14,972.8,13.78,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,457,438,71.8,6,3.50,0.61,81,6,2.29,2.55,0.78,2.58,196,0.0,17.00,949,0.00,5.30,1.000,-28.12,0.70,7.89,5.5,38,0.00,0
42.080,3.12,9.38,0.00,14.58,0.00,-10.03,0.0,13.60,-10.45,13.67,14.63,0.0,0.14,973.1,14.04,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,460,438,71.8,6,4.00,0.60,81,6,2.28,2.67,0.80,2.62,196,0.0,17.00,940,0.00,5.35,1.000,-26.56,0.68,7.94,5.5,38,0.00,0
42.111,3.12,9.38,0.00,14.47,0.00,-10.03,0.0,13.60,-10.43,13.67,14.63,0.0,0.14,973.1,14.04,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,455,438,71.8,6,4.00,0.60,81,6,2.27,2.61,0.80,2.65,196,0.0,16.50,928,0.00,5.33,1.000,-26.56,0.68,7.94,5.5,38,0.00,0
42.130,3.12,9.38,-0.12,14.32,0.00,-10.03,0.0,13.60,-10.42,13.67,14.63,0.0,0.14,973.1,14.04,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,463,438,71.8,6,3.50,0.40,81,6,2.26,2.58,0.80,2.68,196,0.0,17.00,917,0.00,5.41,1.000,-25.78,0.68,8.05,5.5,38,0.00,0
42.156,2.34,9.38,-0.12,14.29,0.00,-10.03,0.0,13.60,-10.39,13.67,14.63,0.0,0.14,973.1,14.04,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,475,438,71.8,6,3.50,0.39,81,6,2.26,2.61,0.80,2.70,196,0.0,16.50,912,0.00,5.41,1.000,-24.22,0.70,8.07,5.5,38,0.00,0
42.194,2.34,9.38,-0.25,14.20,0.00,-10.03,0.0,13.60,-10.37,13.67,14.63,0.0,0.14,973.1,14.04,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,469,438,71.8,6,3.00,0.39,81,6,2.27,2.61,0.80,2.70,196,0.0,16.50,906,0.00,5.45,1.000,-25.78,0.70,8.13,5.5,37,0.00,0
42.233,2.34,9.38,-0.25,14.10,0.00,-10.03,0.0,13.52,-10.33,13.67,14.63,0.0,0.14,973.5,14.31,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,463,438,71.8,6,3.00,0.38,81,6,2.27,2.45,0.78,2.74,196,0.0,16.50,897,0.00,5.46,1.000,-26.56,0.70,8.17,5.5,37,0.00,0
42.263,2.34,9.38,-0.25,14.03,0.00,-10.03,0.0,13.52,-10.31,13.67,14.63,0.0,0.14,973.5,14.31,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,470,438,71.8,6,3.00,0.38,81,6,2.26,2.49,0.78,2.77,196,0.0,16.50,889,0.00,5.45,1.000,-26.56,0.70,8.18,5.5,37,0.00,0
42.294,1.56,9.38,-0.25,13.95,0.00,-10.03,0.0,13.60,-10.29,13.67,14.63,0.0,0.14,973.5,14.31,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,466,438,71.8,6,3.00,0.38,81,6,2.27,2.52,0.78,2.79,196,0.0,16.50,885,0.00,5.46,1.000,-26.56,0.70,8.22,5.5,37,0.00,0
42.328,1.56,9.38,-0.38,13.93,0.00,-10.03,0.0,13.52,-10.27,13.67,14.63,0.0,0.14,973.5,14.31,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,452,438,71.8,6,3.00,0.38,81,6,2.27,2.61,0.80,2.82,196,0.0,16.50,883,0.00,5.48,1.000,-36.72,0.70,8.25,5.5,37,0.00,0
42.359,1.56,9.38,-0.38,13.86,0.00,-10.07,0.0,13.52,-10.24,13.67,14.63,0.0,0.16,973.5,14.31,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,462,438,71.8,6,3.00,0.38,81,6,2.28,2.52,0.80,2.82,196,0.0,16.00,878,0.00,5.47,1.000,-36.72,0.70,8.28,5.5,37,0.00,0
42.387,1.56,9.38,-0.38,13.80,0.00,-10.07,0.0,13.44,-10.22,13.67,14.63,0.0,0.16,973.5,14.31,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,458,438,71.8,6,2.50,0.37,81,6,2.28,2.42,0.78,2.85,196,0.0,16.50,874,0.00,5.47,1.000,-28.91,0.68,8.29,5.5,37,0.00,0
42.422,0.78,9.38,-0.50,13.70,0.00,-10.07,0.0,13.60,-10.20,13.67,14.63,0.0,0.16,973.8,14.31,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,450,438,71.8,6,2.50,0.37,81,6,2.28,2.35,0.76,2.87,196,0.0,16.50,867,0.00,5.49,1.000,-38.28,0.68,8.34,5.5,37,0.00,0
42.454,0.00,9.38,-0.50,13.62,0.00,-10.07,0.0,13.60,-10.17,13.67,14.63,0.0,0.16,973.8,14.31,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,450,438,71.8,6,2.50,0.37,81,6,2.28,2.40,0.76,2.89,196,0.0,16.50,862,0.00,5.50,1.000,-28.91,0.68,8.36,5.5,37,0.00,0
42.488,0.00,9.38,-0.62,13.53,0.00,-10.07,0.0,13.60,-10.15,13.67,14.63,0.0,0.16,973.8,14.31,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,445,438,71.8,6,2.50,0.37,81,6,2.28,2.55,0.78,2.91,196,0.0,16.50,859,0.00,5.50,1.000,-35.94,0.68,8.38,5.5,37,0.00,0
42.502,0.00,9.38,-0.62,13.42,0.00,-10.07,0.0,13.60,-10.14,13.67,14.63,0.0,0.16,973.8,14.31,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,427,438,71.8,6,2.50,0.37,81,6,2.28,2.49,0.78,2.94,196,0.0,16.50,855,0.00,5.47,1.000,-35.94,0.68,8.39,5.5,37,0.00,0
42.535,-0.78,9.38,-0.62,13.41,0.00,-10.29,0.0,13.68,-10.12,13.67,14.63,0.0,0.16,973.8,14.31,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,441,438,71.8,6,2.50,0.36,81,6,2.28,2.61,0.78,2.96,196,0.0,16.50,852,0.00,5.49,1.000,-30.47,0.68,8.41,5.5,37,0.00,0
42.566,-0.78,9.38,-0.62,13.30,0.00,-10.29,0.0,13.52,-10.10,13.67,14.63,0.0,0.16,974.1,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,431,438,71.8,6,3.00,0.36,81,6,2.27,2.70,0.82,2.96,196,0.0,16.50,844,0.00,5.53,1.000,-31.25,0.68,8.47,5.5,37,0.00,0
42.582,-0.78,9.38,-0.62,13.24,0.00,-10.29,0.0,13.52,-10.11,13.67,14.63,0.0,0.16,974.1,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,434,438,71.8,6,3.00,0.36,81,6,2.27,2.52,0.82,2.97,196,0.0,16.50,840,0.00,5.53,1.000,-31.25,0.68,8.48,5.5,37,0.00,0
42.613,-1.56,9.38,-0.75,13.18,0.00,-10.29,0.0,13.52,-10.09,13.67,14.63,0.0,0.16,974.1,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,418,438,71.8,6,2.50,0.36,81,6,2.26,2.42,0.78,2.99,196,0.0,16.00,837,0.00,5.53,1.000,-41.41,0.68,8.49,5.5,37,0.00,0
42.644,-1.56,9.38,-0.75,13.14,0.00,-10.29,0.0,13.52,-10.07,13.67,14.63,0.0,0.16,974.1,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,423,438,71.8,6,2.50,0.36,81,6,2.27,2.45,0.78,3.01,196,0.0,16.00,836,0.00,5.53,1.000,-41.41,0.68,8.51,5.5,37,0.00,0
42.659,-2.34,9.38,-0.75,13.09,0.00,-10.29,0.0,13.52,-10.05,13.67,14.63,0.0,0.16,974.1,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,427,438,71.8,6,2.00,0.36,81,6,2.27,2.52,0.78,3.01,196,0.0,16.00,832,0.00,5.54,1.000,-32.03,0.68,8.52,5.5,37,0.00,0
42.688,-2.34,9.38,-0.88,13.01,0.00,-10.29,0.0,13.60,-10.05,13.67,14.63,0.0,0.16,974.1,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,414,438,71.8,6,2.00,0.35,81,6,2.26,2.58,0.80,3.02,196,0.0,16.00,825,0.00,5.57,1.000,-32.81,0.68,8.57,5.5,37,0.00,0
42.720,-3.12,9.38,-0.88,12.94,0.00,-10.29,0.0,13.68,-10.04,13.67,14.63,0.0,0.16,974.4,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,411,438,71.8,6,2.00,0.35,81,6,2.26,2.67,0.82,3.04,196,0.0,16.00,823,0.00,5.55,1.000,-34.38,0.68,8.57,5.5,37,0.00,0
42.736,-3.12,9.38,-0.88,12.95,0.00,-10.29,0.0,13.68,-10.02,13.67,14.63,0.0,0.16,974.4,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,414,438,71.8,6,2.00,0.35,81,6,2.27,2.80,0.82,3.05,196,0.0,16.00,821,0.00,5.57,1.000,-34.38,0.68,8.59,5.5,37,0.00,0
42.777,-3.12,9.38,-0.88,12.92,0.00,-10.29,0.0,13.52,-10.01,13.67,14.63,0.0,0.16,974.4,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,406,438,71.8,6,2.00,0.35,81,6,2.27,2.73,0.82,3.05,196,0.0,16.00,820,0.00,5.56,1.000,-32.81,0.68,8.60,5.5,37,0.00,0
42.801,-3.91,9.38,-1.00,12.88,0.00,-10.29,0.0,13.52,-10.02,13.67,14.63,0.0,0.16,974.4,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,399,438,71.8,6,2.00,0.35,81,6,2.27,2.49,0.80,3.06,196,0.0,16.00,816,0.00,5.57,1.000,-32.03,0.68,8.61,5.5,36,0.00,0
42.824,-3.91,9.38,-1.00,12.83,0.00,-10.29,0.0,13.52,-10.01,13.67,14.63,0.0,0.16,974.4,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,407,438,71.8,6,2.00,0.35,81,6,2.26,2.45,0.80,3.06,196,0.0,16.00,811,0.00,5.57,1.000,-32.03,0.68,8.62,5.5,36,0.00,0
42.850,-3.91,9.38,-1.00,12.84,0.00,-10.29,0.0,13.52,-10.00,13.67,14.63,0.0,0.16,974.4,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,407,438,71.8,6,2.00,0.35,81,6,2.26,2.49,0.78,3.06,196,0.0,16.00,809,0.00,5.60,1.000,-32.03,0.68,8.66,5.5,36,0.00,0
42.866,-3.91,9.38,-1.00,12.80,0.00,-10.29,0.0,13.52,-10.01,13.67,14.63,0.0,0.16,974.4,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,410,438,71.8,6,2.00,0.35,81,6,2.26,2.52,0.78,3.07,196,0.0,16.00,807,0.00,5.62,1.000,-32.03,0.68,8.66,5.5,36,0.00,0
42.904,-4.69,9.38,-1.00,12.76,0.00,-10.29,0.0,13.52,-9.99,13.67,14.63,0.0,0.17,974.7,14.53,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,401,438,71.8,6,2.00,0.34,81,6,2.26,2.67,0.80,3.08,196,0.0,16.00,805,0.00,5.61,1.000,-31.25,0.68,8.67,5.5,36,0.00,0
42.931,-4.69,9.38,-1.00,12.79,0.00,-10.32,0.0,13.60,-9.97,13.67,14.63,0.0,0.17,974.7,14.47,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,414,438,71.8,6,2.00,0.34,81,6,2.26,2.70,0.82,3.08,196,0.0,16.50,805,0.00,5.61,1.000,-30.47,0.68,8.68,5.1,36,0.00,0
42.954,-4.69,9.38,-1.00,12.76,0.00,-10.32,0.0,13.60,-9.98,13.67,14.63,0.0,0.17,974.7,14.47,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,399,438,71.8,6,2.00,0.34,81,6,2.26,2.58,0.82,3.10,196,0.0,16.50,802,0.00,5.62,1.000,-30.47,0.68,8.70,5.1,36,0.00,0
42.989,-4.69,9.38,-1.00,12.76,0.00,-10.32,0.0,13.60,-9.98,13.67,14.63,0.0,0.17,974.7,14.47,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,403,438,71.8,6,2.00,0.51,81,6,2.26,2.55,0.80,3.11,196,0.0,16.50,798,0.00,5.63,1.000,-30.47,0.68,8.71,5.1,36,0.00,0
43.013,-4.69,9.38,-1.00,12.75,0.00,-10.32,0.0,13.52,-9.97,13.67,14.63,0.0,0.17,974.7,14.64,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,403,438,71.8,6,2.00,0.51,81,6,2.27,2.55,0.80,3.10,196,0.0,16.50,798,0.00,5.63,1.000,-31.25,0.68,8.71,5.1,36,0.00,0
43.046,-5.47,9.38,-1.00,12.75,0.00,-10.32,0.0,13.52,-9.95,13.67,14.63,0.0,0.17,974.9,14.64,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,413,438,71.8,6,2.50,0.51,81,6,2.27,2.52,0.78,3.10,196,0.0,16.50,793,0.00,5.62,1.000,-30.47,0.68,8.71,5.5,36,0.00,0
43.076,-5.47,9.38,-1.00,12.75,0.00,-10.32,0.0,13.52,-9.95,13.67,14.63,0.0,0.17,974.9,14.64,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,410,438,71.8,6,2.50,0.51,81,6,2.28,2.42,0.78,3.10,196,0.0,16.50,791,0.00,5.61,1.000,-30.47,0.68,8.71,5.5,36,0.00,0
43.107,-5.47,9.38,-1.00,12.73,0.00,-10.32,0.0,13.52,-9.96,13.67,14.63,0.0,0.17,974.9,14.64,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,398,438,71.8,6,2.50,0.51,81,6,2.28,2.35,0.78,3.12,196,0.0,16.50,793,0.00,5.61,1.000,-35.94,0.68,8.71,5.5,36,0.00,0
43.138,-5.47,9.38,-1.00,12.71,0.00,-10.32,0.0,13.68,-9.95,13.67,14.63,0.0,0.17,974.9,14.64,194,0.625,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,1.000,400,438,71.8,6,2.00,0.51,81,6,2.29,2.28,0.76,3.13,196,0.0,16.50,791,0.00,5.60,1.000,-29.69,0.68,8.71,5.5,35,0.00,0
