Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS Exh Right (°),AVCS In Left (°),AVCS In Right (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load Ext (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),KS Noise Cyl 1 (raw),KS Noise Cyl 2 (raw),KS Noise Cyl 3 (raw),KS Noise Cyl 4 (raw),Limits Boost Table Base Rel SL Ext (psi),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Roughness Cyl 1 (count),Roughness Cyl 2 (count),Roughness Cyl 3 (count),Roughness Cyl 4 (count),Sns Only TGV R (raw),TGV Map Ratio (mult),Target Boost Final Abs Ext (psi),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17441][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: 2016 WRX 91 - 01.ptm - Realtime: 2016 WRX 91 - 01.ptm]
16.661,0.78,5.47,11.62,11,11,17,17,100.0,13.05,11.34,11.35,1.78,on,11.37,198,1.000,0.0,0.00,0.00,2288,2203,78.8,3,1.50,14.23,108,106,1204,1542,1842,714,22.0,116.90,124.44,3.34,24.64,211,3949,350.00,0,0,0,0,7.60,1.000,34.30,100.0,52.16,0
16.676,1.56,4.69,11.48,11,10,16,17,100.0,13.05,11.37,11.39,1.76,on,11.44,198,1.000,0.0,0.00,0.00,2262,2203,78.8,3,1.50,15.16,108,106,787,667,1004,650,22.0,118.85,118.72,3.26,24.80,211,3954,350.00,0,0,0,0,7.61,1.000,34.30,100.0,52.16,0
16.705,1.56,4.69,11.44,11,10,16,17,100.0,13.05,11.29,11.39,1.78,on,11.40,198,1.000,0.0,0.00,0.00,2239,2203,78.8,3,1.50,15.16,108,106,787,761,1170,808,22.0,119.87,119.90,3.26,24.85,211,3967,350.00,0,0,0,0,7.62,1.000,34.30,100.0,52.16,0
16.735,1.56,3.91,11.41,11,10,16,17,100.0,13.05,11.41,11.28,1.79,on,11.30,198,1.000,0.0,0.00,0.00,2207,2203,78.8,3,1.50,15.23,108,106,1423,1300,607,808,22.0,117.86,127.70,3.32,24.55,211,3969,350.00,0,0,0,0,7.61,1.000,34.30,100.0,52.16,0
16.767,1.56,4.69,11.46,10,10,16,16,100.0,13.05,11.43,11.34,1.80,on,11.37,198,1.000,0.0,0.00,0.00,2284,2203,78.8,3,1.00,15.26,108,106,623,690,842,676,22.0,118.75,121.67,3.32,24.87,211,3966,350.00,0,0,0,0,7.61,1.000,34.30,100.0,52.16,0
16.786,1.56,4.69,11.41,10,10,16,16,100.0,13.05,11.47,11.34,1.78,on,11.37,198,1.000,0.0,0.00,0.00,2254,2203,78.8,3,1.00,15.26,108,106,1523,1478,579,658,22.0,118.23,112.81,3.32,25.00,211,3984,350.00,0,0,0,0,7.63,1.000,34.30,100.0,52.16,0
16.807,2.34,4.69,11.41,10,10,16,16,100.0,13.05,11.43,11.34,1.78,on,11.37,198,1.000,0.0,0.00,0.00,2198,2203,78.8,3,1.50,15.30,108,108,622,1478,419,1253,22.0,117.66,115.18,3.28,24.97,211,4001,349.99,0,0,0,0,7.60,1.000,34.30,100.0,52.16,0
16.834,1.56,4.69,11.42,10,10,16,16,100.0,13.05,11.43,11.38,1.83,on,11.40,198,1.000,0.0,0.00,0.00,2140,2203,78.8,3,1.50,15.40,108,108,696,406,419,750,22.0,120.30,123.89,3.34,24.43,211,4010,349.98,0,0,0,0,7.62,1.000,34.30,100.0,52.16,0
16.856,1.56,4.69,11.38,10,10,16,16,100.0,13.05,11.48,11.38,1.79,on,11.40,198,1.000,0.0,0.00,0.00,2187,2203,78.8,3,1.50,15.40,108,108,696,739,1658,820,22.0,120.68,114.59,3.34,24.76,211,4018,349.96,0,0,0,0,7.60,1.000,34.30,100.0,52.16,0
16.891,2.34,4.69,11.39,10,10,16,16,100.0,13.05,11.45,11.32,1.82,on,11.33,198,1.000,0.0,0.00,0.00,2150,2203,78.8,3,1.50,14.60,108,108,1739,998,859,820,22.0,120.67,118.72,3.34,24.64,211,4022,349.96,0,0,0,0,7.60,1.000,34.30,100.0,52.16,0
16.905,2.34,4.69,11.46,10,10,16,16,100.0,13.05,11.42,11.38,1.80,on,11.40,198,1.000,0.0,0.00,0.00,2166,2203,78.8,3,2.00,14.60,108,108,515,1049,1562,659,22.0,121.98,128.25,3.40,24.45,211,4027,349.95,0,0,0,0,7.61,1.000,34.30,100.0,52.16,0
16.933,2.34,4.69,11.32,10,10,16,16,100.0,13.05,11.38,11.38,1.82,on,11.40,198,1.000,0.0,0.00,0.00,2247,2203,78.8,3,2.00,14.60,108,108,1089,920,558,775,22.0,121.40,116.36,3.40,24.39,211,4037,349.94,0,0,0,0,7.61,1.000,34.30,100.0,52.16,0
16.963,2.34,4.69,11.36,10,9,15,16,100.0,13.05,11.42,11.36,1.78,on,11.33,198,1.000,0.0,0.00,0.00,2286,2203,78.8,3,2.00,15.52,108,108,907,920,1166,534,22.0,121.88,121.08,3.32,24.55,211,4055,349.91,0,0,0,0,7.61,1.000,34.30,100.0,52.16,0
16.992,2.34,4.69,11.37,10,9,15,16,100.0,13.05,11.35,11.42,1.84,on,11.37,198,1.000,0.0,0.00,0.00,2246,2203,78.8,3,2.00,15.52,108,108,748,1012,1166,894,22.0,125.09,128.25,3.32,24.56,211,4071,349.89,0,0,0,0,7.62,1.000,34.30,100.0,52.16,0
17.006,2.34,3.91,11.38,10,9,15,16,100.0,13.05,11.30,11.30,1.76,on,11.33,198,1.000,0.0,0.00,0.00,2191,2203,78.8,3,1.50,15.63,108,108,748,1111,497,900,22.0,122.95,124.98,3.38,24.83,211,4076,349.88,0,0,0,0,7.60,1.000,34.30,100.0,52.16,0
17.030,2.34,3.91,11.37,10,9,15,16,100.0,13.05,11.34,11.24,1.78,on,11.27,198,1.000,0.0,0.00,0.00,2118,2203,78.8,3,1.50,15.63,108,108,1125,800,1323,900,22.0,120.36,123.89,3.38,24.59,211,4081,349.88,0,0,0,0,7.62,1.000,34.30,100.0,52.16,0
17.055,3.12,4.69,11.48,9,9,15,15,100.0,13.05,11.36,11.30,1.82,on,11.37,198,1.000,0.0,0.00,0.00,2242,2203,78.8,3,1.50,15.67,108,108,1467,1195,1068,1269,22.0,123.25,123.35,3.36,24.36,211,4079,349.88,0,0,0,0,7.63,1.000,34.30,100.0,52.16,0
17.084,3.12,4.69,11.38,9,9,15,15,100.0,13.05,11.32,11.30,1.86,on,11.33,198,1.000,0.0,0.00,0.00,2170,2203,78.8,3,2.00,15.69,108,108,1318,512,661,1269,22.0,127.12,130.97,3.30,24.59,211,4101,349.84,0,0,0,0,7.60,1.000,34.30,100.0,52.16,0
17.110,3.12,4.69,11.15,9,9,15,15,100.0,13.05,11.34,11.23,1.83,on,11.23,198,1.000,0.0,0.00,0.00,2180,2203,78.8,3,2.00,15.69,108,108,1341,512,777,332,22.0,125.77,132.27,3.30,24.71,211,4106,349.84,0,0,0,0,7.62,1.000,34.30,100.0,52.16,0
17.147,3.12,5.47,11.03,9,9,15,15,100.0,13.05,11.29,11.29,1.82,on,11.23,198,1.000,0.0,0.00,0.00,2376,2203,78.8,3,1.50,15.77,108,108,832,838,685,1076,22.0,126.38,124.44,3.44,24.46,211,4119,349.81,0,0,0,0,7.63,1.000,34.30,100.0,52.16,0
17.166,0.78,5.47,10.81,9,9,14,15,100.0,13.05,11.24,11.29,1.81,on,11.30,198,1.000,0.0,0.00,0.00,2163,2203,78.8,3,2.00,15.84,108,108,1974,838,837,1483,22.0,124.78,116.95,3.34,24.42,211,4137,349.79,0,0,0,0,7.60,1.000,34.30,100.0,51.76,0
17.190,-0.78,5.47,10.91,9,9,14,14,100.0,13.05,11.29,11.29,1.83,on,11.30,198,1.000,0.0,0.00,0.00,2237,2203,78.8,3,1.50,15.91,108,108,814,1107,837,677,22.0,126.93,129.33,3.42,24.68,211,4145,349.77,0,0,0,0,7.62,1.000,34.30,100.0,51.76,0
17.219,-0.78,5.47,11.11,9,9,14,14,100.0,13.05,11.25,11.29,1.78,on,11.30,198,1.000,0.0,0.00,0.00,2195,2203,78.8,3,1.50,15.91,108,108,814,1126,1455,847,22.0,125.15,119.90,3.42,23.79,211,4152,349.76,0,0,0,0,7.59,1.000,34.30,100.0,51.76,0
17.250,1.56,5.47,11.37,9,9,14,14,100.0,13.05,11.22,11.32,1.79,on,11.30,198,1.000,0.0,0.00,0.00,2153,2203,78.8,3,2.00,15.07,108,108,686,1332,490,1095,22.0,124.47,118.13,3.38,24.24,211,4157,349.76,0,0,0,0,7.60,1.000,34.30,100.0,51.76,0
17.280,3.12,4.69,11.52,9,9,14,14,100.0,13.05,11.26,11.32,1.78,on,11.33,198,1.000,0.0,0.00,0.00,2080,2203,78.8,3,2.00,16.01,108,108,1025,855,463,927,22.0,126.08,128.79,3.40,24.48,211,4168,349.74,0,0,0,0,7.62,1.000,34.30,100.0,51.76,0
17.295,3.12,4.69,11.52,9,9,14,14,100.0,13.05,11.21,11.27,1.81,on,11.30,198,1.000,0.0,0.00,0.00,2245,2203,78.8,3,2.00,16.01,108,108,571,816,1154,648,22.0,126.99,128.79,3.40,24.18,211,4176,349.73,0,0,0,0,7.62,1.000,34.30,100.0,51.76,0
17.324,3.91,5.47,11.42,9,9,13,14,100.0,13.05,11.16,11.32,1.80,on,11.33,198,1.000,0.0,0.00,0.00,2129,2203,78.8,3,2.00,16.06,108,108,571,672,1197,780,22.0,126.51,124.44,3.38,24.59,211,4178,349.73,0,0,0,0,7.59,1.000,34.30,100.0,51.76,0
17.355,3.91,5.47,11.25,9,9,13,14,100.0,13.05,11.14,11.27,1.81,on,11.30,198,1.000,0.0,0.00,0.00,2140,2203,78.8,3,2.00,16.06,108,108,941,1397,464,780,22.0,126.45,125.53,3.38,24.06,211,4196,349.70,0,0,0,0,7.62,1.000,34.30,100.0,51.76,0
17.375,2.34,5.47,11.18,9,9,13,14,100.0,13.05,11.19,11.27,1.80,on,11.30,198,1.000,0.0,0.00,0.00,2263,2203,78.8,3,2.00,16.11,108,108,855,1546,568,937,22.0,128.00,128.25,3.38,24.64,211,4206,349.69,0,0,0,0,7.62,1.000,34.30,100.0,51.76,0
17.400,1.56,5.47,11.21,9,9,13,14,100.0,13.05,11.14,11.31,1.79,on,11.27,198,1.000,0.0,0.00,0.00,2337,2203,78.8,3,2.00,16.17,108,108,931,925,1152,937,22.0,128.46,129.33,3.40,24.05,211,4215,349.68,0,0,0,0,7.60,1.000,34.30,100.0,51.76,0
17.429,2.34,5.47,11.28,9,9,13,14,100.0,13.05,11.14,11.25,1.82,on,11.27,198,1.000,0.0,0.00,0.00,2295,2203,78.8,3,2.00,15.33,108,108,2073,603,1511,694,22.0,130.23,129.33,3.42,24.58,211,4227,349.65,0,0,0,0,7.61,1.000,34.30,100.0,51.76,0
17.461,2.34,5.47,11.22,9,9,13,14,100.0,13.05,11.12,11.19,1.81,on,11.20,198,1.000,0.0,0.00,0.00,2209,2203,78.8,3,2.00,15.33,108,108,252,603,509,330,22.0,128.94,131.62,3.42,24.20,211,4242,349.62,0,0,0,0,7.59,1.000,34.30,100.0,51.76,0
17.475,2.34,5.47,11.24,9,9,12,13,100.0,13.05,11.19,11.25,1.82,on,11.20,198,1.000,0.0,0.00,0.00,2249,2203,78.8,3,2.00,16.31,108,108,1482,1252,992,682,22.0,132.61,134.21,3.46,24.37,211,4250,349.62,0,0,0,0,7.60,1.000,34.30,100.0,51.76,0
17.502,2.34,5.47,11.20,9,9,12,13,100.0,13.05,11.12,11.29,1.84,on,11.30,198,1.000,0.0,0.00,0.00,2219,2203,78.8,3,2.00,16.31,108,108,1472,1196,427,1737,22.0,130.73,124.44,3.46,23.87,211,4265,349.60,0,0,0,0,7.60,1.000,34.30,100.0,51.76,0
17.532,2.34,4.69,11.06,9,9,12,13,100.0,13.05,11.11,11.23,1.79,on,11.23,198,1.000,0.0,0.00,0.00,2169,2203,78.8,3,2.00,16.38,108,108,695,663,427,658,22.0,130.17,130.97,3.36,24.18,211,4263,349.60,0,0,0,0,7.58,1.000,34.30,100.0,51.76,0
17.557,0.78,5.47,11.16,9,9,12,13,100.0,13.05,11.12,11.23,1.79,on,11.23,198,1.000,0.0,0.00,0.00,2172,2203,78.8,3,2.00,16.40,108,108,1300,1400,515,721,22.0,129.81,130.42,3.40,24.49,211,4275,349.59,0,0,0,0,7.60,1.000,34.30,100.0,51.37,0
17.586,0.78,5.47,11.21,9,9,12,13,100.0,13.05,11.12,11.23,1.82,on,11.23,198,1.000,0.0,0.00,0.00,2395,2203,78.8,3,2.00,16.40,108,108,671,1089,1076,365,22.0,132.26,136.16,3.40,24.22,211,4293,349.55,0,0,0,0,7.61,1.000,34.30,100.0,51.37,0
17.609,2.34,5.47,11.39,9,9,12,13,100.0,13.05,11.16,11.18,1.86,on,11.20,198,1.000,0.0,0.00,0.00,2213,2203,78.8,3,2.50,15.57,108,109,671,898,1402,1230,22.0,134.45,140.06,3.46,24.47,211,4306,349.54,0,0,0,0,7.58,1.000,34.30,100.0,51.37,0
17.645,3.12,5.47,11.36,9,9,12,13,100.0,13.05,11.12,11.16,1.89,on,11.17,198,1.000,0.0,0.00,0.00,2250,2203,78.8,3,2.00,17.45,108,108,943,1098,1048,1110,22.0,136.79,140.71,3.56,24.12,211,4304,349.54,0,0,0,0,7.60,1.000,34.30,100.0,51.37,0
17.676,3.12,5.47,11.14,9,9,12,13,100.0,13.05,11.12,11.16,1.86,on,11.17,198,1.000,0.0,0.00,0.00,2263,2203,78.8,3,2.00,17.45,108,109,1012,764,953,498,22.0,133.80,130.42,3.56,24.00,211,4310,349.52,0,0,0,0,7.61,1.000,34.30,100.0,51.37,0
17.704,2.34,5.47,10.93,9,10,11,13,100.0,13.05,11.20,11.22,1.84,on,11.23,198,1.000,0.0,0.00,0.00,2384,2203,78.8,3,2.00,17.47,108,109,1085,968,1064,895,22.0,133.02,132.27,3.42,24.55,211,4326,349.50,0,0,0,0,7.60,1.000,34.30,100.0,51.37,0
17.735,0.00,5.47,10.80,9,9,11,12,100.0,13.05,11.09,11.16,1.82,on,11.17,198,1.000,0.0,0.00,0.00,2177,2203,78.8,3,2.00,16.63,108,109,730,756,1097,672,22.0,132.83,133.57,3.46,24.22,211,4346,349.48,0,0,0,0,7.58,1.000,34.30,100.0,51.37,0
17.750,0.00,5.47,10.97,9,10,11,12,100.0,13.05,11.10,11.16,1.84,on,11.17,198,1.000,0.0,0.00,0.00,2043,2203,78.8,3,2.00,16.70,108,109,1271,1378,1097,797,22.0,132.37,138.11,3.48,24.39,211,4348,349.48,0,0,0,0,7.60,1.000,34.30,100.0,51.37,0
17.781,0.00,5.47,11.11,9,10,11,12,100.0,13.05,11.19,11.20,1.88,on,11.20,198,1.000,0.0,0.00,0.00,2343,2203,78.8,3,2.00,16.70,108,109,1271,1063,710,682,22.0,132.03,127.70,3.48,24.31,211,4350,349.46,0,0,0,0,7.58,1.000,34.30,100.0,51.37,0
17.795,1.56,5.47,11.19,9,10,11,12,100.0,13.05,11.12,11.14,1.87,on,11.20,198,1.000,0.0,0.00,0.00,2225,2203,78.8,3,2.50,16.78,108,109,799,1138,743,794,22.0,131.46,135.51,3.48,24.38,211,4371,349.44,0,0,0,0,7.59,1.000,34.30,100.0,51.37,0
17.823,1.56,5.47,11.20,9,10,11,12,100.0,13.05,11.07,11.14,1.81,on,11.17,198,1.000,0.0,0.00,0.00,2293,2203,78.8,3,2.50,16.78,108,109,789,1586,325,534,22.0,132.69,134.21,3.48,23.97,211,4375,349.44,0,0,0,0,7.61,1.000,34.30,100.0,51.37,0
17.853,1.56,5.47,11.17,9,10,11,12,100.0,13.05,11.09,11.20,1.83,on,11.20,198,1.000,0.0,0.00,0.00,2193,2203,78.8,3,2.50,15.86,108,109,1636,792,2039,897,22.0,134.07,140.06,3.46,24.38,211,4379,349.43,0,0,0,0,7.58,1.000,34.30,100.0,51.37,0
17.885,1.56,5.47,11.19,9,10,11,12,100.0,13.05,11.07,11.20,1.80,on,11.20,198,1.000,0.0,0.00,0.00,2088,2203,78.8,3,2.50,16.88,108,109,1683,779,948,897,22.0,132.41,123.35,3.40,24.07,211,4393,349.40,0,0,0,0,7.60,1.000,34.30,100.0,51.37,0
17.912,1.56,5.47,11.28,9,10,11,12,100.0,13.05,11.06,11.18,1.82,on,11.20,198,1.000,0.0,0.00,0.00,2167,2203,78.8,3,2.50,16.88,108,109,613,1100,1183,594,22.0,133.77,131.62,3.40,24.26,211,4412,349.38,0,0,0,0,7.60,1.000,34.30,100.0,51.37,0
17.927,2.34,5.47,11.32,9,10,11,11,100.0,13.05,10.98,11.18,1.82,on,11.20,198,1.000,0.0,0.00,0.00,2354,2203,78.8,3,2.50,16.94,108,109,691,1324,792,594,22.0,133.90,132.92,3.44,24.21,211,4410,349.38,0,0,0,0,7.58,1.000,34.30,100.0,50.98,0
17.946,2.34,5.47,11.22,9,10,10,11,100.0,13.05,10.98,11.18,1.82,on,11.20,198,1.000,0.0,0.00,0.00,2200,2203,78.8,3,2.00,16.01,108,109,1399,1324,1321,780,22.0,132.07,127.70,3.40,24.42,211,4414,349.38,0,0,0,0,7.60,1.000,34.30,100.0,50.98,0
17.969,2.34,5.47,11.25,9,10,10,11,100.0,13.05,10.96,11.24,1.82,on,11.27,198,1.000,0.0,0.00,0.00,2227,2203,78.8,3,2.00,16.01,108,109,1184,883,1321,1557,22.0,133.22,133.57,3.40,24.03,211,4420,349.36,0,0,0,0,7.58,1.000,34.30,100.0,50.98,0
17.990,2.34,5.47,11.24,9,10,10,11,100.0,13.05,10.92,11.18,1.81,on,11.20,198,1.000,0.0,0.00,0.00,2337,2203,78.8,3,2.50,17.04,108,109,1184,532,1094,588,22.0,135.05,136.16,3.44,23.84,211,4439,349.34,0,0,0,0,7.60,1.000,34.30,100.0,50.98,0
18.025,2.34,5.47,11.18,9,10,10,11,100.0,13.05,10.99,11.16,1.85,on,11.20,198,1.000,0.0,0.00,0.00,2254,2203,78.8,3,2.50,17.04,108,109,901,2247,1090,857,22.0,137.90,141.36,3.44,23.42,211,4471,349.29,0,0,0,0,7.60,1.000,34.30,100.0,50.98,0
18.052,2.34,5.47,11.18,9,10,10,11,100.0,13.05,10.95,11.22,1.81,on,11.23,198,1.000,0.0,0.00,0.00,2180,2203,78.8,3,2.50,17.17,108,109,901,619,669,479,22.0,136.91,132.27,3.50,23.41,211,4464,349.30,0,0,0,0,7.58,1.000,34.30,100.0,50.98,0
18.080,2.34,5.47,11.13,9,10,10,11,100.0,13.05,10.97,11.11,1.80,on,11.13,198,1.000,0.0,0.00,0.00,2214,2203,78.8,3,2.50,18.10,108,109,907,1117,473,1026,22.0,134.15,135.51,3.48,24.16,211,4460,349.30,0,0,0,0,7.60,1.000,34.30,100.0,50.98,0
18.095,2.34,5.47,11.12,9,10,10,11,100.0,13.05,11.04,11.16,1.84,on,11.17,198,1.000,0.0,0.00,0.00,2223,2203,78.8,3,2.50,18.10,108,109,2261,760,1586,535,22.0,138.31,143.19,3.48,24.35,211,4468,349.29,0,0,0,0,7.60,1.000,34.30,100.0,50.98,0
18.121,2.34,5.47,10.99,9,10,10,11,100.0,13.05,10.98,11.16,1.85,on,11.17,198,1.000,0.0,0.00,0.00,2151,2203,78.8,3,2.50,18.10,108,109,1184,933,1012,731,22.0,141.20,148.68,3.48,24.03,211,4477,349.27,0,0,0,0,7.58,1.000,34.30,100.0,50.98,0
18.154,1.56,5.47,10.98,10,10,10,10,100.0,13.05,11.02,11.09,1.83,on,11.10,198,1.000,0.0,0.00,0.00,2236,2203,78.8,3,2.50,18.17,108,109,1184,1060,833,996,22.0,140.37,140.71,3.56,24.02,211,4483,349.26,0,0,0,0,7.59,1.000,34.30,100.0,50.98,0
18.185,1.56,5.47,11.01,10,10,10,10,100.0,13.05,11.09,11.15,1.81,on,11.13,198,1.000,0.0,0.00,0.00,2330,2203,78.8,3,2.50,18.17,108,109,746,1452,488,914,22.0,139.71,135.51,3.56,24.28,211,4522,349.21,0,0,0,0,7.61,1.000,34.30,100.0,50.98,0
18.217,0.78,5.47,11.01,10,10,10,10,100.0,13.05,11.00,11.09,1.85,on,11.10,198,1.000,0.0,0.00,0.00,2152,2203,78.8,3,3.00,17.37,108,111,855,1521,413,875,22.0,141.44,149.90,3.46,23.44,211,4527,349.20,0,0,0,0,7.57,1.000,34.30,100.0,50.59,0
18.245,1.56,5.47,11.06,10,10,10,10,100.0,13.05,11.07,11.08,1.89,on,11.10,198,1.000,0.0,0.00,0.00,2175,2203,78.8,3,2.50,18.35,108,111,1693,781,946,518,22.0,142.36,146.85,3.56,24.37,211,4527,349.20,0,0,0,0,7.58,1.000,34.30,100.0,50.59,0
18.276,1.56,5.47,11.02,10,10,10,10,100.0,13.05,11.01,11.09,1.88,on,11.10,198,1.000,0.0,0.00,0.00,2423,2203,78.8,3,2.50,18.35,108,111,948,918,1880,1423,22.0,141.34,138.76,3.56,23.45,211,4525,349.21,0,0,0,0,7.55,1.000,34.30,100.0,50.59,0
18.307,0.78,5.47,10.87,10,10,10,10,100.0,13.05,11.03,11.09,1.89,on,11.10,198,1.000,0.0,0.00,0.00,2174,2203,78.8,3,2.50,18.34,108,111,1422,671,705,635,22.0,141.81,143.80,3.48,23.57,211,4546,349.18,0,0,0,0,7.57,1.000,34.30,100.0,50.98,0
18.326,0.00,5.47,10.89,10,10,10,10,100.0,13.05,10.95,11.07,1.89,on,11.10,198,1.000,0.0,0.00,0.00,2324,2203,78.8,3,2.50,18.45,108,111,746,883,1400,510,22.0,140.34,138.11,3.48,23.41,211,4564,349.15,0,0,0,0,7.56,1.000,34.30,100.0,50.59,0
18.349,-0.78,5.47,10.96,10,10,9,9,100.0,13.05,10.95,11.13,1.88,on,11.13,198,1.000,0.0,0.00,0.00,2236,2203,78.8,3,3.00,17.57,108,111,862,883,767,1117,22.0,144.64,143.19,3.54,23.59,211,4575,349.12,0,0,0,0,7.58,1.000,34.30,100.0,50.59,0
18.379,-0.78,5.47,10.98,10,10,9,9,100.0,13.05,10.93,11.06,1.86,on,11.07,198,1.000,0.0,0.00,0.00,2269,2203,78.8,3,3.00,17.57,108,111,1699,849,767,1392,22.0,145.47,140.71,3.54,23.73,211,4578,349.12,0,0,0,0,7.57,1.000,34.30,100.0,50.59,0
18.394,0.00,5.47,11.01,10,10,9,9,100.0,13.05,10.89,11.07,1.86,on,11.07,198,1.000,0.0,0.00,0.00,2196,2203,78.8,3,2.50,18.59,106,111,786,1352,778,803,22.0,143.74,141.36,3.50,24.29,211,4584,349.11,0,0,0,0,7.58,1.000,34.30,100.0,50.59,0
18.421,-0.78,5.47,10.89,10,10,9,9,100.0,13.05,10.87,11.13,1.87,on,11.13,198,1.000,0.0,0.00,0.00,2240,2203,78.8,3,2.50,18.61,106,111,1387,1586,581,1170,22.0,142.16,130.97,3.42,23.97,211,4591,349.11,0,0,0,0,7.59,1.000,34.30,100.0,50.59,0
18.454,-0.78,5.47,10.85,10,10,9,9,100.0,13.05,10.95,11.07,1.86,on,11.10,198,1.000,0.0,0.00,0.00,2165,2203,78.8,3,2.50,18.61,106,111,836,751,1418,369,22.0,142.18,142.58,3.42,24.16,211,4600,349.10,0,0,0,0,7.58,1.000,34.30,100.0,50.59,0
18.486,-0.78,5.47,11.01,10,10,9,9,100.0,13.05,10.96,11.06,1.86,on,11.07,198,1.000,0.0,0.00,0.00,2220,2203,78.8,3,2.50,17.71,108,111,1248,686,929,591,22.0,142.70,139.41,3.50,23.37,212,4616,349.08,0,0,0,0,7.59,1.000,34.30,100.0,50.59,0
18.506,0.00,5.47,11.08,10,10,9,9,100.0,13.05,10.96,11.11,1.87,on,11.13,199,1.000,0.0,0.00,0.00,2109,2203,78.8,3,2.50,17.78,106,111,1039,788,494,1855,22.0,146.82,153.63,3.60,23.60,212,4629,349.05,0,0,0,0,7.60,1.000,34.30,100.0,50.59,0
18.530,0.00,5.47,11.08,10,10,9,9,100.0,13.05,10.92,11.04,1.81,on,11.07,199,1.000,0.0,0.00,0.00,2210,2203,78.8,3,2.50,17.78,106,111,940,1081,967,591,22.0,141.37,141.36,3.60,24.13,212,4639,349.04,0,0,0,0,7.58,1.000,34.30,100.0,50.59,0
18.562,0.00,5.47,11.08,10,10,9,8,100.0,13.05,10.92,11.11,1.83,on,11.13,199,1.000,0.0,0.00,0.00,2303,2203,78.8,3,2.50,17.83,108,111,1746,1004,967,1459,22.0,141.89,140.71,3.58,24.37,212,4653,349.02,0,0,0,0,7.60,1.000,34.30,100.0,50.59,0
18.586,0.00,5.47,11.03,10,10,9,8,100.0,13.05,10.90,11.06,1.87,on,11.07,199,1.000,0.0,0.00,0.00,2300,2203,78.8,3,2.50,17.83,106,111,1090,846,714,734,22.0,145.66,153.63,3.58,23.39,212,4639,349.11,0,0,0,0,7.61,1.000,34.30,100.0,50.59,0
18.608,0.00,5.47,11.04,10,10,9,9,100.0,13.05,10.94,11.04,1.80,on,11.07,199,1.000,0.0,0.00,0.00,2285,2203,78.8,3,3.00,18.80,106,111,873,557,589,664,22.0,140.42,134.21,3.60,23.54,212,4650,349.10,0,0,0,0,7.58,1.000,34.30,100.0,50.59,0
18.639,-0.78,5.47,11.01,10,10,8,8,100.0,13.05,10.92,11.11,1.85,on,11.13,199,1.000,0.0,0.00,0.00,2245,2203,78.8,3,3.00,17.87,106,111,1213,1336,589,677,22.0,139.86,142.58,3.46,23.69,212,4653,349.10,0,0,0,0,7.60,1.000,34.30,100.0,50.59,0
18.654,-0.78,5.47,10.98,10,10,8,8,100.0,13.05,10.90,11.15,1.84,on,11.17,199,1.000,0.0,0.00,0.00,2089,2203,78.8,3,3.00,17.87,106,111,1647,1357,643,895,22.0,143.26,145.02,3.46,24.26,212,4676,349.06,0,0,0,0,7.59,1.000,34.30,100.0,50.59,0
18.686,-1.56,5.47,11.08,10,10,8,8,100.0,13.05,10.88,11.15,1.78,on,11.10,199,1.000,0.0,0.00,0.00,2160,2203,78.8,3,3.00,17.98,106,111,465,776,1130,1894,22.0,140.98,132.27,3.38,24.02,212,4692,349.04,0,0,0,0,7.60,1.000,34.30,100.0,50.20,0
18.706,0.00,5.47,11.18,10,10,8,8,100.0,13.05,10.87,11.02,1.81,on,11.04,199,1.000,0.0,0.00,0.00,2337,2203,78.8,3,3.50,18.09,106,111,1591,1170,709,797,22.0,142.44,145.02,3.54,23.95,212,4711,349.01,0,0,0,0,7.61,1.000,34.30,100.0,50.20,0
18.730,0.00,5.47,11.21,10,10,8,8,100.0,13.05,10.84,11.08,1.80,on,11.10,199,1.000,0.0,0.00,0.00,2135,2203,78.8,3,3.50,18.09,106,111,828,1426,994,366,22.0,139.52,134.86,3.54,24.21,212,4711,349.01,0,0,0,0,7.59,1.000,34.30,100.0,50.20,0
18.763,0.00,5.47,11.18,10,10,8,8,100.0,13.05,10.82,11.14,1.81,on,11.17,199,1.000,0.0,0.00,0.00,2140,2203,78.8,3,3.50,18.06,106,111,1807,656,909,998,22.0,139.86,138.76,3.54,24.03,212,4699,349.04,0,0,0,0,7.60,1.000,34.30,100.0,50.20,0
