Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volt (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Actual (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volt (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.1-17032][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1 91 v361.ptm - Realtime: Stage1 91 v361.ptm]
1.813,-11.72,6.25,-0.50,13.63,0.00,-13.20,0.0,13.76,-10.30,13.74,14.72,0.0,0.14,1051.6,14.36,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,380,438,71.8,6,0.50,0.54,79,3.43,2.33,0.80,2.83,206,0.0,22.00,1290,0.00,3.38,0.000,-32.81,6.30,4.7,38,0.00,0
1.844,-11.72,6.25,-0.50,13.65,0.00,-13.47,0.0,13.76,-10.37,13.74,14.72,0.0,0.14,1051.6,14.36,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,383,438,71.8,6,0.50,0.54,79,3.54,2.33,0.80,2.79,206,0.0,23.00,1345,0.00,3.29,0.000,-32.81,6.16,4.7,38,0.00,0
1.877,-11.72,6.25,-0.50,13.67,0.00,-13.99,0.0,13.76,-10.43,13.74,14.71,0.0,0.14,1051.6,14.42,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,389,438,71.8,6,2.00,0.58,79,3.63,2.30,0.78,2.72,206,0.0,24.00,1407,0.00,2.99,0.000,-34.38,5.77,4.7,38,0.00,0
1.894,-11.72,6.25,-0.50,13.73,0.00,-14.28,0.0,13.84,-10.53,13.74,14.71,0.0,0.14,1051.6,14.42,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,383,438,71.8,6,12.00,0.62,79,3.81,2.30,0.78,2.58,206,0.0,25.50,1503,0.00,2.82,0.000,-25.78,5.55,4.7,38,0.00,0
1.918,-11.72,6.25,-0.50,13.74,0.00,-14.89,0.0,13.84,-10.59,13.74,14.70,0.0,0.14,1051.6,14.47,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,380,438,71.8,6,12.00,0.62,79,3.88,2.30,0.78,2.52,206,0.0,26.50,1560,0.00,2.48,0.000,-25.78,5.08,4.7,38,0.00,0
1.938,-10.94,6.25,-0.50,13.73,0.00,-15.10,0.0,13.76,-10.64,13.74,14.70,0.0,0.14,1051.4,14.47,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,374,438,71.8,0,12.50,0.67,79,3.94,2.30,0.80,2.47,206,0.0,27.50,1615,0.00,2.35,0.000,-39.84,4.90,4.7,38,0.00,0
1.962,-10.94,6.25,-0.50,13.78,0.00,-15.00,0.0,13.76,-10.72,13.74,14.70,0.0,0.13,1051.4,14.42,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,377,438,71.8,5,12.50,0.67,79,3.97,2.33,0.80,2.44,206,0.0,27.50,1686,0.00,2.33,0.000,-39.84,4.82,4.7,38,0.00,0
1.992,-10.94,6.25,-0.38,13.78,0.00,-15.00,0.0,13.76,-10.81,13.74,14.70,0.0,0.13,1051.4,14.36,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,360,438,71.8,5,13.50,0.72,79,4.01,2.30,0.80,2.28,206,0.0,27.50,1735,0.00,2.30,0.000,-35.16,4.73,4.7,38,0.00,0
2.007,-10.94,6.25,-0.38,13.82,0.00,-15.00,0.0,13.92,-10.90,13.74,14.70,0.0,0.13,1051.4,14.31,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,361,438,71.8,5,14.00,0.78,79,4.11,2.33,0.78,2.21,206,0.0,27.50,1836,0.00,2.28,0.000,-20.31,4.66,5.1,38,0.00,0
2.034,-10.94,6.25,-0.38,13.83,0.00,-15.00,0.0,13.92,-10.96,13.74,14.70,0.0,0.13,1051.4,14.25,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,349,438,71.8,5,14.00,0.78,79,4.17,2.33,0.78,2.14,206,0.0,27.50,1914,3.16,2.44,0.000,-20.31,4.69,5.1,38,0.00,0
2.070,-10.94,6.25,-0.38,13.86,0.00,-15.00,1.6,13.76,-11.02,13.74,14.70,0.0,0.12,1051.4,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,339,438,71.8,4,15.00,0.82,79,4.25,2.50,0.80,2.08,206,0.0,28.00,2010,13.18,3.03,0.000,-33.59,5.24,5.5,38,0.00,0
2.098,-10.94,6.25,-0.38,13.87,0.00,-15.00,2.4,13.84,-11.05,13.74,14.70,0.0,0.12,1051.3,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,337,438,71.8,4,16.50,0.88,79,4.28,2.76,0.84,2.05,206,0.0,28.00,2067,16.12,3.10,0.000,-17.19,5.26,6.3,38,0.00,0
2.123,-10.16,6.25,-0.38,13.90,0.00,-15.00,3.9,13.84,-11.09,13.72,14.68,0.0,0.12,1051.3,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,336,438,71.8,4,17.00,0.90,79,4.28,3.11,0.92,2.08,206,0.0,28.50,2116,22.41,3.35,0.000,-14.84,5.48,7.5,38,0.00,0
2.147,-10.16,6.25,-0.38,13.91,0.00,-15.00,3.9,13.84,-11.07,13.72,14.68,0.0,0.12,1051.3,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,346,438,71.8,4,17.00,0.90,79,4.25,3.60,0.92,2.13,206,0.0,28.50,2107,22.21,3.42,0.000,-14.84,5.53,7.5,38,0.00,0
2.172,-10.16,6.25,-0.38,13.90,0.00,-15.00,3.5,13.84,-11.04,13.73,14.69,0.0,0.12,1051.3,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,372,438,71.8,4,17.50,0.89,79,4.24,4.19,1.02,2.15,206,0.0,28.00,2090,20.88,3.39,0.000,-44.53,5.52,7.1,37,0.00,0
2.187,-10.16,6.25,-0.38,13.93,0.00,-15.00,3.5,13.84,-11.00,13.73,14.69,0.0,0.12,1051.3,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,387,438,71.8,4,17.50,0.89,79,4.19,4.40,1.02,2.21,206,0.0,28.00,2067,21.08,3.33,0.000,-44.53,5.50,7.1,37,0.00,0
2.224,-10.16,6.25,-0.38,13.91,0.00,-15.00,3.5,13.68,-10.96,13.73,14.69,0.0,0.12,1051.3,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,386,438,71.8,4,18.50,0.88,79,4.15,4.29,1.06,2.27,206,0.0,28.00,2054,21.81,3.44,0.000,-38.28,5.67,7.1,37,0.00,0
2.256,-10.16,6.25,-0.38,13.89,0.00,-15.00,3.9,13.76,-10.92,13.74,14.70,0.0,0.12,1051.1,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,427,438,71.8,4,19.00,0.43,79,4.08,4.29,1.04,2.30,206,0.0,28.00,2029,23.27,3.53,0.000,-18.75,5.79,7.9,37,0.00,0
2.281,-10.16,6.25,-0.38,13.87,0.00,-15.00,4.7,13.76,-10.88,13.74,14.70,0.0,0.12,1051.1,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,434,438,71.8,4,19.50,0.43,79,4.11,4.66,1.08,2.34,206,0.0,28.00,2016,27.86,3.74,0.000,-10.16,6.05,8.7,37,0.00,0
2.323,-10.16,6.25,-0.38,13.83,0.00,-15.00,7.1,13.60,-10.77,13.74,14.70,0.0,0.12,1051.1,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,445,438,71.8,4,20.50,0.86,79,4.31,6.01,1.20,2.51,206,0.0,28.00,2005,49.30,4.68,0.000,-3.91,7.07,10.6,37,0.00,0
2.367,-10.16,6.25,-0.38,13.79,0.00,-15.00,9.0,13.60,-10.70,13.74,14.70,0.0,0.13,1051.1,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,446,438,71.8,4,20.50,0.86,79,4.50,6.47,1.20,2.59,206,0.0,28.00,2009,74.09,5.98,0.000,-3.91,8.44,10.6,37,0.00,0
2.380,-10.16,6.25,-0.38,13.77,0.00,-15.00,13.3,13.76,-10.44,13.74,14.70,0.0,0.14,1051.1,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,425,438,71.8,4,21.00,0.86,79,5.23,10.42,1.24,3.41,206,0.0,28.00,2034,99.04,8.37,0.000,27.34,11.06,15.0,37,0.00,0
2.414,-10.16,6.25,-0.38,13.73,0.00,-15.27,15.7,13.76,-10.08,13.74,14.70,0.0,0.18,1051.1,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,410,438,71.8,4,21.00,0.86,79,6.61,15.61,1.24,3.86,206,0.0,28.00,2057,117.54,8.83,0.000,27.34,11.85,15.0,37,0.00,0
2.428,-10.16,6.25,-0.50,13.70,0.00,-15.79,18.8,13.76,-9.44,13.73,14.69,0.0,0.23,1051.0,15.05,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,392,438,71.8,4,22.00,0.88,79,8.66,20.34,1.74,4.77,206,0.0,28.00,2074,135.19,9.36,0.000,46.88,12.70,17.3,37,0.00,0
2.455,-10.16,6.25,-0.50,13.66,18.57,-18.05,20.8,13.76,-8.79,13.73,14.69,0.0,0.28,1051.0,14.93,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,392,504,71.8,4,19.50,1.77,79,10.56,22.50,1.98,5.86,206,0.0,26.50,2084,148.14,9.71,0.000,42.19,13.47,20.1,37,0.00,0
2.471,-10.16,6.25,-0.50,13.64,25.74,-19.28,23.1,13.76,-8.24,13.73,14.69,0.0,0.32,1051.0,14.82,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,366,584,71.8,4,19.50,1.77,79,12.45,25.82,1.98,6.49,206,0.0,24.50,2095,165.78,9.80,0.000,42.19,14.21,20.1,37,0.00,0
2.508,-10.94,6.25,-0.50,13.56,35.39,-20.88,26.3,13.52,-6.66,13.72,14.68,0.0,0.44,1051.0,14.82,190,0.688,0.00,0.00,0.0,0.0,0.00,0.00,1.000,419,823,71.8,4,20.00,2.68,79,16.11,32.26,2.16,8.62,206,0.0,20.00,2094,191.43,10.32,0.000,71.09,16.14,24.0,37,0.00,0
2.549,-10.94,6.25,-0.50,13.65,47.91,-11.38,28.2,13.52,-5.31,13.75,14.67,0.0,0.56,1051.0,14.76,192,0.688,0.00,0.00,2.0,0.0,0.00,0.00,1.000,583,1022,71.8,4,17.00,2.66,79,19.43,35.05,2.36,10.16,206,0.0,15.50,2034,205.53,9.93,0.000,51.56,17.29,27.6,37,0.00,0
2.576,-10.94,6.25,-0.50,13.81,47.90,-7.13,29.0,13.68,-4.07,13.76,14.66,0.0,0.59,1050.9,14.70,192,0.688,0.70,-1.50,4.0,0.0,0.00,-1.41,1.000,816,1115,71.8,4,15.00,3.44,79,20.41,34.44,2.32,11.18,206,0.0,14.00,2014,210.29,9.23,0.000,26.56,17.65,29.5,37,1.96,0
2.603,-10.94,6.25,-0.50,14.15,44.53,-3.15,29.4,13.68,-3.42,13.83,14.68,0.0,0.61,1050.9,14.70,192,0.688,1.05,-1.50,7.0,0.0,0.00,-1.41,1.000,943,1208,71.8,4,15.00,3.44,79,21.02,31.28,2.32,11.41,206,0.0,13.00,2022,215.16,8.50,0.000,26.56,18.28,29.5,37,1.96,0
2.631,-9.38,5.47,-0.25,14.54,43.49,-2.37,31.4,13.60,-2.44,13.85,14.68,0.0,0.62,1050.9,14.76,192,0.688,1.41,-1.00,11.0,0.0,0.00,-1.41,1.000,1009,1208,71.8,4,12.00,3.03,79,21.93,29.76,2.26,11.80,206,0.0,12.50,2046,223.62,8.24,0.000,53.12,18.71,31.5,37,3.14,0
2.645,-7.81,5.47,0.00,14.90,42.62,-1.53,33.3,13.60,-1.98,13.86,14.68,0.0,0.65,1050.9,14.76,192,0.688,1.41,-1.00,14.0,0.0,0.00,-1.41,1.000,1152,1301,71.8,4,11.50,3.07,79,22.51,27.05,2.18,11.93,206,0.0,12.00,2066,230.44,8.30,0.000,42.97,19.17,32.3,37,5.88,0
2.684,-3.91,5.47,0.25,15.99,41.84,-0.64,33.7,13.68,-1.51,13.90,14.68,0.0,0.65,1050.9,14.70,192,0.688,1.76,-0.50,19.0,0.0,0.00,-1.41,1.000,1109,1301,71.8,4,10.50,2.64,79,22.50,26.35,2.08,12.23,206,0.0,12.00,2062,232.70,8.18,0.000,42.19,19.71,32.3,37,8.63,0
2.714,-3.91,5.47,0.25,15.95,41.90,-0.43,34.1,13.68,-1.24,13.95,14.68,0.0,0.65,1050.9,14.70,192,0.688,1.76,-0.50,22.0,0.0,0.00,-1.41,1.000,1226,1301,71.8,4,10.50,2.64,79,22.23,24.85,2.08,12.43,206,0.0,11.50,2041,233.89,7.86,0.000,42.19,19.82,32.3,37,8.63,0
2.747,-3.12,5.47,0.25,16.05,41.92,-0.32,34.9,13.68,-1.11,13.97,14.68,0.0,0.65,1050.9,14.76,192,0.688,1.76,-0.50,23.0,0.0,0.00,-1.41,1.000,1220,1301,71.8,4,11.50,2.61,79,22.01,23.73,2.02,12.36,206,0.0,11.50,2032,236.76,7.89,0.000,27.34,19.93,32.7,37,9.80,0
2.778,-2.34,4.69,0.25,16.07,41.92,-0.32,36.5,13.44,-1.03,13.99,14.68,17.9,0.63,1050.9,14.76,192,0.688,1.76,-0.50,25.0,0.0,0.00,-1.41,1.000,1289,1301,71.8,4,11.50,2.60,79,21.88,23.09,2.06,12.31,206,0.0,11.50,2034,240.21,8.07,0.000,27.34,20.21,33.5,37,12.16,0
2.791,-2.34,4.69,0.25,16.20,42.71,-1.37,37.6,13.44,-0.92,14.01,14.68,17.9,0.63,1050.9,14.76,192,0.688,1.41,-0.50,25.0,0.0,0.00,-1.41,1.000,1266,1301,71.8,4,11.50,2.60,79,22.10,25.02,2.06,12.39,206,0.0,12.00,2047,246.05,8.29,0.000,27.34,20.53,33.5,37,12.16,0
2.826,-2.34,4.69,0.25,16.20,42.67,-1.45,38.4,13.68,-0.84,14.03,14.68,17.9,0.65,1050.9,14.76,192,0.688,1.41,-1.00,25.0,0.0,0.00,-1.41,1.000,1300,1301,71.8,4,12.00,2.63,79,22.20,23.40,2.06,12.39,206,0.0,12.50,2055,248.44,8.58,0.000,47.66,20.86,34.3,37,15.29,0
2.856,-2.34,3.91,0.25,16.14,41.86,-0.58,39.2,13.76,-0.76,14.07,14.68,19.9,0.65,1050.9,14.70,192,0.688,1.76,-0.50,27.0,0.0,0.00,-1.41,1.000,1271,1301,71.8,4,12.00,2.63,79,22.39,24.53,2.02,12.49,206,0.0,12.00,2058,251.68,8.88,0.000,49.22,21.27,35.0,37,17.25,0
2.871,-2.34,3.91,0.25,16.23,41.87,-0.55,40.4,13.76,-0.73,14.11,14.68,19.9,0.65,1050.9,14.70,192,0.688,1.76,-0.50,27.0,0.0,0.00,-1.41,1.000,1287,1301,71.8,4,12.00,2.63,79,22.49,25.02,2.02,12.50,206,0.0,12.00,2053,255.46,9.02,0.000,49.22,21.44,35.0,37,17.25,0
2.901,-1.56,3.91,0.25,16.20,41.00,-0.46,42.7,13.68,-0.68,14.13,14.68,19.9,0.66,1050.8,14.70,192,0.688,1.76,-0.50,27.0,0.0,0.00,-1.41,1.000,1241,1301,71.8,4,12.00,2.62,79,22.57,24.69,2.08,12.57,206,0.0,11.50,2045,259.31,9.37,0.000,36.72,21.86,36.6,37,19.61,0
2.935,-1.56,3.12,0.25,16.22,41.00,-0.45,44.3,13.52,-0.66,14.15,14.68,22.3,0.66,1050.8,14.76,192,0.688,1.76,-0.50,29.0,0.0,0.00,-1.41,1.000,1272,1301,71.8,4,12.00,3.06,79,22.78,25.50,2.12,12.65,206,0.0,11.50,2047,262.40,9.59,0.000,32.03,22.11,38.6,37,22.35,0
2.965,-1.56,3.12,0.25,16.21,40.99,-0.49,46.3,13.52,-0.59,14.17,14.68,22.3,0.67,1050.8,14.76,192,0.688,1.76,-0.50,29.0,0.0,0.00,-1.41,1.000,1284,1301,71.8,4,12.00,3.06,79,23.10,27.75,2.12,12.71,206,0.0,11.50,2052,266.15,9.68,0.000,32.03,22.26,38.6,37,22.35,0
2.973,-1.56,3.12,0.25,16.16,40.09,-0.54,47.5,13.52,-0.54,14.19,14.68,22.3,0.67,1050.8,14.70,192,0.688,1.76,-0.50,29.0,0.0,0.00,-1.41,1.000,1269,1301,71.8,4,11.50,3.07,79,23.33,25.82,2.10,12.68,206,0.0,11.50,2063,268.71,9.81,0.000,49.22,22.42,40.2,37,24.71,0
2.987,-1.56,3.12,0.25,16.08,40.08,-0.60,48.6,13.52,-0.50,14.21,14.68,22.3,0.67,1050.8,14.70,192,0.688,1.76,-0.50,29.0,0.0,0.00,-1.41,1.000,1277,1301,71.8,4,11.50,3.07,79,23.54,26.35,2.10,12.73,206,0.0,11.50,2068,271.20,9.92,0.020,49.22,22.58,40.2,37,24.71,0
3.021,-1.56,3.12,0.25,16.06,38.59,-0.65,50.2,13.76,-0.47,14.24,14.67,24.3,0.69,1050.8,14.70,192,0.688,1.76,-0.50,24.0,0.0,0.00,-1.41,1.000,1263,1301,71.8,4,12.50,3.08,79,23.92,26.70,2.10,12.82,206,0.0,11.50,2065,273.76,10.15,0.040,92.97,22.88,53.1,37,27.06,0
3.054,-1.56,3.12,0.25,16.00,37.47,-0.65,51.8,13.76,-0.40,14.26,14.67,24.3,0.70,1050.8,14.70,192,0.688,2.11,-0.50,20.0,0.0,0.00,-1.41,1.000,1247,1301,71.8,4,12.50,3.08,79,24.43,30.71,2.10,12.95,206,0.0,11.50,2068,276.24,10.25,0.070,92.97,23.03,53.1,37,27.06,0
3.069,-1.56,3.12,0.25,15.96,36.37,-0.66,53.3,13.52,-0.31,14.28,14.67,24.3,0.72,1050.7,14.70,192,0.688,2.11,0.00,16.0,0.0,0.00,-1.41,1.000,1217,1393,71.8,4,13.00,3.09,79,25.09,28.82,2.16,12.88,206,0.0,11.00,2066,279.79,10.33,0.100,74.22,23.16,73.6,37,29.41,0
3.091,-1.56,2.34,0.25,15.95,32.65,-0.37,53.7,13.44,-0.27,14.33,14.67,0.0,0.72,1050.7,14.70,192,0.688,2.11,0.00,13.0,0.0,0.00,-1.41,1.000,1287,1393,71.8,4,11.50,3.08,79,25.69,34.04,2.28,12.94,206,0.0,12.50,2067,281.01,10.40,0.275,86.72,23.33,100.0,37,30.98,0
3.126,-1.56,2.34,0.25,15.87,31.74,-0.35,54.1,13.44,-0.22,14.35,14.67,0.0,0.76,1050.7,14.70,192,0.688,2.11,0.00,10.0,0.0,0.00,-1.41,1.000,1419,1447,71.8,4,11.50,3.08,79,26.43,29.95,2.28,13.20,206,0.0,12.50,2068,281.89,10.39,0.305,86.72,23.36,100.0,37,30.98,0
3.141,4.69,2.34,0.25,15.86,24.09,0.89,54.9,13.68,-0.18,14.37,14.67,0.0,0.76,1050.7,14.70,192,0.688,2.11,0.00,8.0,0.0,0.00,-1.41,1.000,1365,1447,71.8,4,11.50,3.09,79,27.08,31.47,2.34,13.16,206,0.0,16.00,2072,282.90,10.43,0.722,-1.56,23.44,78.7,37,31.76,0
3.176,4.69,1.56,0.12,15.58,23.53,1.06,55.3,13.12,-0.12,14.41,14.67,0.0,0.78,1050.7,14.70,192,0.688,2.11,0.00,6.0,0.0,0.00,-1.41,1.000,1482,1447,71.8,4,14.50,3.11,79,27.80,27.57,2.22,13.24,206,0.0,16.00,2082,284.06,10.50,0.759,29.69,23.58,84.6,38,32.55,0
3.203,3.91,1.56,0.12,15.28,22.69,2.96,55.7,13.04,-0.05,14.41,14.65,0.0,0.81,1050.7,14.70,192,0.688,1.76,-0.50,4.0,0.0,0.00,-1.41,1.000,1489,1447,71.8,4,14.50,3.55,79,28.72,33.84,2.24,13.11,206,0.0,15.50,2081,284.41,10.46,0.789,95.31,23.58,100.0,38,32.55,0
3.237,3.91,1.56,0.12,14.96,22.46,3.07,55.7,13.04,-0.02,14.39,14.61,0.0,0.81,1050.7,14.70,192,0.688,1.76,-0.50,3.0,0.0,0.00,-1.41,1.000,1443,1447,71.8,4,14.50,3.55,79,28.90,36.32,2.24,13.19,206,0.0,16.00,2084,284.43,10.45,0.809,95.31,23.61,100.0,38,32.55,0
3.255,2.34,0.78,0.00,14.77,21.52,5.13,55.7,12.80,0.05,14.43,14.62,0.0,0.84,1050.7,14.64,192,0.688,2.11,-0.50,2.0,0.0,0.00,-1.41,1.000,1538,1513,71.8,4,14.50,3.55,79,29.76,37.59,2.30,13.42,206,0.0,16.00,2081,284.41,10.35,0.839,16.41,23.60,100.0,38,32.55,0
3.280,2.34,0.78,0.00,14.72,21.24,5.37,55.7,12.80,0.12,14.45,14.62,0.0,0.85,1050.7,14.64,192,0.688,1.76,-0.50,1.0,0.0,0.00,-1.41,1.000,1540,1513,71.8,4,14.50,3.55,79,30.03,29.76,2.30,13.49,206,0.0,15.50,2079,284.54,10.29,0.859,16.41,23.61,100.0,38,32.55,0
3.314,1.56,0.78,0.00,14.69,20.97,5.65,56.1,12.96,0.18,14.47,14.62,0.0,0.88,1050.7,14.64,192,0.688,1.76,-0.50,1.0,0.0,0.00,-1.41,1.000,1531,1513,71.8,4,14.00,3.55,79,30.66,36.11,2.38,13.59,206,0.0,16.00,2088,284.94,10.27,0.889,35.94,23.65,100.0,38,32.94,0
3.328,1.56,0.78,0.00,14.64,20.77,5.87,56.5,13.12,0.28,14.50,14.62,0.0,0.89,1050.7,14.64,192,0.688,1.76,-0.50,1.0,0.0,0.00,-1.41,1.000,1564,1513,71.8,4,14.50,3.57,79,31.22,32.45,2.34,13.48,206,0.0,15.50,2096,286.23,10.29,0.919,40.62,23.70,100.0,38,32.94,0
3.353,1.56,0.78,0.00,14.64,19.92,8.35,56.5,13.12,0.32,14.54,14.62,0.0,0.89,1050.7,14.64,192,0.688,1.76,-0.50,1.0,0.0,0.00,-1.41,1.000,1581,1513,71.8,4,14.50,3.57,79,31.83,38.22,2.34,13.54,206,0.0,16.00,2099,286.24,10.29,0.939,40.62,23.76,100.0,38,32.94,0
3.385,1.56,0.78,0.00,14.72,19.71,8.50,56.5,13.12,0.39,14.56,14.62,0.0,0.89,1050.7,14.70,192,0.688,2.11,-0.50,1.0,0.0,0.00,-1.41,1.000,1542,1513,71.8,4,14.50,3.57,79,32.03,31.09,2.26,13.86,206,0.0,16.00,2092,286.20,10.25,0.959,44.53,23.77,100.0,38,32.94,0
3.394,1.56,0.78,0.00,14.74,19.22,10.78,56.5,13.12,0.44,14.59,14.63,0.0,0.92,1050.7,14.70,192,0.688,2.11,-0.50,1.0,0.0,0.00,-1.41,1.000,1585,1593,71.8,4,14.50,3.57,79,31.90,36.32,2.26,13.76,206,0.0,15.00,2091,286.19,10.16,0.979,44.53,23.75,100.0,38,32.94,0
3.408,1.56,0.00,0.00,14.80,19.44,9.00,56.9,13.12,0.49,14.60,14.62,0.0,0.92,1050.7,14.70,192,0.688,2.11,0.00,1.0,0.0,0.00,-1.41,1.000,1579,1593,71.8,4,14.00,3.57,77,32.58,36.11,2.26,13.86,206,0.0,15.50,2090,286.56,10.11,0.999,39.84,23.75,100.0,38,33.33,0
3.438,1.56,0.00,0.00,14.87,19.14,10.98,57.3,13.12,0.57,14.63,14.63,0.0,0.93,1050.7,14.70,192,0.688,2.11,0.00,1.0,0.0,0.00,-1.41,1.000,1579,1593,71.8,4,14.00,3.57,77,32.13,32.45,2.26,13.78,206,0.0,15.00,2085,287.38,10.06,1.000,39.84,23.83,100.0,38,33.33,0
3.457,2.34,0.00,0.00,14.97,19.14,11.02,58.0,12.96,0.61,14.75,14.63,0.0,0.93,1050.7,14.64,192,0.688,2.11,0.00,1.0,0.0,0.00,-1.41,1.000,1537,1593,71.8,4,14.00,4.00,77,32.77,40.60,2.40,13.86,206,0.0,14.50,2092,288.88,10.14,1.000,35.16,23.96,100.0,38,34.12,0
3.481,2.34,0.00,0.00,14.98,19.27,11.13,59.2,12.96,0.68,14.75,14.62,0.0,0.94,1050.7,14.76,192,0.688,2.11,0.00,1.0,0.0,0.00,-1.41,1.000,1595,1593,71.8,4,14.00,4.00,77,33.47,35.05,2.40,14.17,206,0.0,14.50,2102,291.38,10.24,1.000,35.16,24.11,100.0,38,34.12,0
3.517,2.34,-0.78,0.00,15.01,17.68,13.63,59.6,12.96,0.77,14.75,14.62,0.0,0.98,1050.7,14.76,192,0.688,2.11,0.00,1.0,0.0,0.00,-1.41,1.000,1570,1593,71.8,4,13.00,4.04,77,34.48,34.04,2.46,14.15,206,0.0,13.50,2108,292.38,10.30,1.000,34.38,24.24,100.0,38,34.90,0
3.522,3.12,-0.78,0.00,14.90,17.68,13.67,59.6,13.12,0.83,14.65,14.62,0.0,0.98,1050.7,14.70,192,0.688,2.11,0.00,1.0,0.0,0.00,-1.41,1.000,1580,1593,71.8,4,13.00,4.05,77,35.17,42.97,2.42,14.05,206,0.0,13.50,2110,292.39,10.28,1.000,36.72,24.26,100.0,38,35.29,0
3.547,3.12,-0.78,0.00,14.91,18.07,13.69,59.6,13.12,0.90,14.65,14.62,0.0,0.98,1050.7,14.70,192,0.688,2.11,0.00,1.0,0.0,0.00,-1.41,1.000,1548,1593,71.8,4,13.00,4.05,77,35.23,37.80,2.42,14.32,206,0.0,13.50,2112,292.29,10.20,1.000,36.72,24.26,100.0,38,35.29,0
3.586,3.12,0.00,0.00,14.91,17.94,13.71,59.6,12.96,0.99,14.65,14.62,0.0,1.01,1050.7,14.70,192,0.688,2.11,0.00,1.0,0.0,0.00,-1.41,1.000,1536,1646,71.8,4,12.50,4.05,77,36.07,38.56,2.36,14.37,206,0.0,13.00,2116,292.30,10.08,1.000,39.84,24.26,100.0,39,35.29,0
3.611,3.12,0.00,0.00,14.92,16.47,16.25,59.6,13.04,1.08,14.65,14.62,0.0,1.01,1050.7,14.70,192,0.688,2.11,0.00,1.0,0.0,0.00,-1.41,1.000,1563,1646,71.8,4,11.50,4.08,77,36.11,38.01,2.38,14.31,206,0.0,12.50,2124,292.34,10.05,1.000,43.75,24.29,100.0,39,34.90,0
3.643,3.12,0.00,0.00,14.81,16.47,16.32,59.6,13.04,1.19,14.65,14.62,0.0,1.03,1050.7,14.70,192,0.688,2.11,0.00,1.0,0.0,0.00,-1.41,1.000,1659,1646,71.8,4,11.50,4.08,77,36.99,37.38,2.38,14.43,206,0.0,12.00,2133,292.61,10.00,1.000,43.75,24.30,100.0,39,34.90,0
3.658,3.12,0.00,0.00,14.67,15.00,18.82,60.0,12.80,1.30,14.65,14.62,0.0,1.06,1050.7,14.70,192,0.688,2.46,0.00,1.0,0.0,-1.41,-1.41,1.000,1596,1646,71.8,4,9.50,4.10,77,36.97,45.04,2.46,14.60,206,0.0,11.50,2132,292.74,9.93,1.000,39.84,24.36,100.0,39,34.90,0
